"","X","site","width","length","l_w_index","area","percent_area","contour_length","area_contour_ratio","position_longest_extend","position_widest_extend","length_lower_part","relative_length_lower_part","length_upper_part","relative_length_upper_part","upper_to_lower_ratio","width_left_part","relative_width_left_part","width_right_part","relative_width_right_part","left_to_right_ratio","tip_angle","MP_CM_x_offset","MP_CM_y_offset","FD","ka_cal_BP","typology","region","clust","RDA.RDA1","RDA.PC1"
"DolniVestonice1_01_05", 17,"DolniVestonice1", 7,29, 4.1,178,72, 71,250,2,3,13.0,44,17.0,58,1.3,1.7, 23, 6.3, 89, 0.3,41,-0.7,-1.5,1.961831,30.4,"Gravette_point","Moravia",1, 0.059617808,-0.199317662
"DolniVestonice1_01_06", 18,"DolniVestonice1",14,60, 4.3,649,73,139,466,3,3,31.3,52,28.9,48,0.9,7.6, 54, 6.9, 48, 1.1,52,-0.2,-1.9,1.911150,30.4,"Gravette_point","Moravia",1, 0.116819104,-1.043127856
"DolniVestonice1_01_07", 19,"DolniVestonice1",15,72, 4.8,827,75,165,501,3,2,22.4,31,50.2,69,2.2,8.0, 53, 7.2, 48, 1.1,36,-0.4,-3.7,1.988001,30.4,"Gravette_point","Moravia",1, 0.211298340,-1.494351428
"DolniVestonice1_01_08", 20,"DolniVestonice1", 8,43, 5.4,280,71, 96,291,3,2,15.6,36,27.6,64,1.8,4.4, 55, 4.3, 53, 1.0,35, 0.2,-2.2,1.977673,30.4,"Gravette_point","Moravia",1, 0.017764819,-0.453237455
"DolniVestonice1_01_09", 21,"DolniVestonice1",12,58, 4.8,599,75,136,440,3,3,23.7,40,35.0,60,1.5,5.9, 49, 6.9, 57, 0.9,47,-0.2,-2.0,1.898211,30.4,"Gravette_point","Moravia",1, 0.128091967,-0.947313050
"DolniVestonice1_01_10", 22,"DolniVestonice1",12,72, 6.0,762,78,163,467,3,2,20.0,27,52.2,72,2.6,6.7, 55, 6.3, 52, 1.1,36,-0.4,-3.7,1.964890,30.4,"Gravette_point","Moravia",1, 0.273128891,-1.368451971
"DolniVestonice1_01_11", 23,"DolniVestonice1",14,50, 3.6,557,70,126,442,3,2,16.7,33,33.9,67,2.0,8.5, 60, 6.5, 46, 1.3,51, 0.0,-2.2,1.922367,30.4,"Gravette_point","Moravia",1, 0.005804426,-0.901899980
"DolniVestonice1_01_12", 24,"DolniVestonice1",13,73, 5.6,752,73,163,461,3,3,33.1,45,40.2,55,1.2,6.7, 51, 7.0, 54, 0.9,35, 0.0,-3.3,1.971624,30.4,"Abri_Audi_knife","Moravia",1, 0.216246410,-1.338358860
"DolniVestonice1_01_13", 25,"DolniVestonice1",11,47, 4.3,417,70,110,379,3,3,22.4,47,24.6,52,1.1,6.3, 57, 5.6, 50, 1.1,45, 0.0,-2.6,1.886246,30.4,"Abri_Audi_knife","Moravia",1, 0.046733600,-0.698101108
"DolniVestonice1_07_03", 27,"DolniVestonice1", 6,37, 6.2,170,64, 84,202,5,2,10.0,27,27.2,73,2.7,5.6, 92, 0.9, 15, 6.0,24, 0.2,-2.8,1.930900,30.4,"Backed_blade","Moravia",1, 0.146232044,-0.284449068
"DolniVestonice1_07_09", 28,"DolniVestonice1", 4,23, 5.8, 76,70, 52,146,3,2, 6.5,28,16.9,73,2.6,1.9, 46, 2.4, 60, 0.8,39,-0.2,-0.4,1.878429,30.4,"Backed_blade","Moravia",1, 0.078521590, 0.172733136
"DolniVestonice1_07_10", 29,"DolniVestonice1", 5,29, 5.8,135,73, 68,198,5,3,12.6,43,16.5,56,1.3,5.2,103, 0.7, 14, 7.0,41, 0.2,-1.3,1.914100,30.4,"Backed_blade","Moravia",1,-0.030157469,-0.036835135
"DolniVestonice1_08_04", 30,"DolniVestonice1", 4,22, 5.5, 78,70, 49,159,3,3,10.7,48,11.3,51,1.1,1.9, 46, 2.8, 69, 0.7,55,-0.2,-0.2,1.885084,30.4,"Backed_blade","Moravia",1, 0.050144467, 0.199547503
"DolniVestonice1_08_07", 31,"DolniVestonice1", 8,57, 7.1,427,83,134,318,3,3,24.4,42,33.0,57,1.3,4.6, 57, 4.3, 53, 1.1,46, 0.0,-0.4,1.902637,30.4,"Backed_blade","Moravia",1, 0.151451702,-0.603835220
"DolniVestonice1_08_13", 33,"DolniVestonice1", 5,20, 4.0, 75,71, 45,166,3,2, 5.0,25,15.2,75,3.0,2.4, 48, 2.6, 51, 0.9,48,-0.2,-0.4,1.893509,30.4,"Backed_blade","Moravia",1,-0.081435692, 0.173770111
"GrubKranawetberg_01_01", 35,"GrubKranawetberg", 5,27, 5.4,114,66, 65,175,4,3,14.9,55,12.8,47,0.9,4.2, 84, 1.4, 28, 3.0,50, 0.2,-0.2,1.918313,29.5,"Gravette_point","Lower Austria",1, 0.026883366, 0.102736603
"GrubKranawetberg_01_02", 36,"GrubKranawetberg", 8,38, 4.8,209,57, 89,234,4,2,15.3,40,23.7,62,1.6,6.0, 74, 2.8, 35, 2.1,44, 0.7, 0.5,1.997021,29.5,"Microgravette_point","Lower Austria",1, 0.022266898,-0.095916515
"GrubKranawetberg_01_03", 37,"GrubKranawetberg",13,48, 3.7,463,69,116,399,3,3,26.1,54,22.5,46,0.9,6.1, 47, 7.0, 53, 0.9,47,-0.4,-0.9,1.909346,29.5,"Microgravette_point","Lower Austria",1, 0.113573665,-0.683311793
"GrubKranawetberg_01_04", 38,"GrubKranawetberg", 5,26, 5.2,107,68, 61,175,4,3,14.0,53,12.3,47,0.9,4.0, 80, 1.4, 28, 2.9,58, 0.2, 0.2,1.922825,29.5,"Symmetric_backed_point","Lower Austria",1,-0.020845777, 0.150551489
"GrubKranawetberg_01_05", 39,"GrubKranawetberg", 4,31, 7.8,111,76, 70,158,4,3,17.9,57,13.7,44,0.8,2.8, 70, 1.6, 39, 1.8,42, 0.2, 0.0,1.967401,29.5,"Microgravette_point","Lower Austria",1, 0.065035096, 0.086367074
"GrubKranawetberg_01_06", 40,"GrubKranawetberg", 7,43, 6.1,227,66, 96,236,3,3,20.5,47,22.6,52,1.1,3.5, 50, 3.9, 55, 0.9,31,-0.2,-1.8,1.903193,29.5,"Microgravette_point","Lower Austria",1, 0.251658622,-0.345859990
"GrubKranawetberg_01_07", 41,"GrubKranawetberg", 6,33, 5.5,149,71, 75,198,5,3,15.6,47,17.5,53,1.1,5.3, 87, 0.9, 14, 6.0,41, 0.5, 0.0,1.919024,29.5,"Microgravette_point","Lower Austria",1,-0.071252318, 0.010531766
"GrubKranawetberg_01_08", 42,"GrubKranawetberg", 6,34, 5.7,164,68, 76,215,4,3,14.9,43,19.1,56,1.3,4.9, 81, 1.4, 23, 3.5,43, 0.2,-0.4,1.945601,29.5,"Symmetric_backed_point","Lower Austria",1, 0.045499029,-0.053559666
"GrubKranawetberg_01_09", 43,"GrubKranawetberg", 6,45, 7.5,220,68,103,213,4,3,18.2,40,27.2,60,1.5,4.4, 73, 2.5, 40, 1.8,30,-0.2,-0.9,1.880961,29.5,"Microgravette_point","Lower Austria",1, 0.349510167,-0.270993699
"GrubKranawetberg_01_10", 44,"GrubKranawetberg", 5,32, 6.4,136,66, 75,181,4,3,18.2,57,14.4,44,0.8,3.9, 77, 2.1, 42, 1.8,49, 0.0, 0.0,1.921235,29.5,"Microgravette_point","Lower Austria",1, 0.169731771, 0.038134318
"GrubKranawetberg_01_11", 45,"GrubKranawetberg", 5,38, 7.6,170,76, 84,202,4,2,12.3,32,26.1,68,2.1,3.7, 73, 1.9, 38, 1.9,34, 0.2,-0.2,2.000838,29.5,"Microgravette_point","Lower Austria",1, 0.079927919,-0.083873206
"GrubKranawetberg_01_12", 46,"GrubKranawetberg", 4,38, 9.5,129,65, 84,153,4,3,19.1,50,19.5,51,1.0,3.7, 92, 0.9, 21, 4.2,32, 0.0,-0.4,1.979387,29.5,"Symmetric_backed_point","Lower Austria",1, 0.403066588,-0.026574444
"GrubKranawetberg_01_13", 47,"GrubKranawetberg", 5,34, 6.8,145,71, 81,179,2,3,14.4,42,20.5,60,1.4,1.8, 35, 3.9, 77, 0.5,40,-0.2, 0.2,2.006869,29.5,"Microgravette_point","Lower Austria",1, 0.167989502,-0.019435053
"GrubKranawetberg_01_14", 48,"GrubKranawetberg", 5,35, 7.0,132,66, 78,169,4,2, 7.5,21,28.1,80,3.7,3.0, 59, 2.1, 42, 1.4,25, 0.0,-1.2,2.000296,29.5,"Symmetric_backed_point","Lower Austria",1, 0.194671627,-0.097863964
"GrubKranawetberg_01_15", 49,"GrubKranawetberg", 5,21, 4.2, 85,73, 50,170,2,3,12.6,60, 8.8,41,0.7,1.1, 21, 4.0, 80, 0.3,69,-0.4,-0.4,1.907960,29.5,"Microgravette_point","Lower Austria",1,-0.041593372, 0.140849911
"GrubKranawetberg_01_16", 50,"GrubKranawetberg", 3,35,11.7, 92,78, 79,116,3,3,14.0,40,21.1,60,1.5,2.1, 70, 1.4, 46, 1.5,20,-0.2,-0.7,1.935540,29.5,"Shouldered_point","Lower Austria",1, 0.422617677, 0.017788548
"GrubKranawetberg_01_17", 51,"GrubKranawetberg", 3,24, 8.0, 73,78, 55,132,4,2, 8.8,36,16.1,67,1.8,1.8, 58, 1.9, 64, 0.9,36, 0.2,-0.4,1.946788,29.5,"Microgravette_point","Lower Austria",1, 0.016142614, 0.193962835
"GrubKranawetberg_01_18", 52,"GrubKranawetberg",14,57, 4.1,543,63,134,405,2,3,26.8,47,30.4,53,1.1,4.0, 28,10.7, 76, 0.4,43,-1.4,-0.7,1.925873,29.5,"Microgravette_point","Lower Austria",1, 0.497021960,-0.890805751
"GrubKranawetberg_01_19", 53,"GrubKranawetberg", 3,24, 8.0, 62,66, 53,116,2,2, 7.5,31,16.7,69,2.2,0.9, 29, 2.8, 93, 0.3,29,-0.7,-0.4,1.855941,29.5,"Microgravette_point","Lower Austria",1, 0.405889109, 0.204857448
"GrubKranawetberg_01_20", 54,"GrubKranawetberg", 4,30, 7.5, 98,71, 66,148,4,3,17.5,58,12.8,42,0.7,2.8, 70, 1.4, 35, 2.0,42,-0.2,-0.2,1.968270,29.5,"Symmetric_backed_point","Lower Austria",1, 0.193478578, 0.083943883
"GrubKranawetberg_01_21", 55,"GrubKranawetberg", 6,31, 5.2,155,72, 73,212,2,3,17.0,54,14.2,45,0.8,1.6, 26, 4.9, 81, 0.3,61,-0.5, 0.7,1.942250,29.5,"Microgravette_point","Lower Austria",1, 0.115177320, 0.022408033
"GrubKranawetberg_01_22", 56,"GrubKranawetberg", 6,29, 4.8,138,66, 69,200,3,2,10.5,36,18.9,65,1.8,3.2, 52, 3.5, 58, 0.9,38,-0.2,-0.9,1.941745,29.5,"Microgravette_point","Lower Austria",1, 0.078161781,-0.044352350
"GrubKranawetberg_01_23", 57,"GrubKranawetberg", 7,45, 6.4,249,66,101,246,3,3,22.1,49,23.0,51,1.0,3.7, 52, 4.0, 57, 0.9,33, 0.0,-1.1,1.907664,29.5,"Microgravette_point","Lower Austria",1, 0.239986378,-0.320955162
"GrubKranawetberg_01_24", 58,"GrubKranawetberg", 5,36, 7.2,150,77, 81,185,5,2,12.6,35,23.9,66,1.9,4.4, 87, 1.1, 21, 4.2,34, 0.2,-0.4,1.989756,29.5,"Distal_oblique_retouched_point","Lower Austria",1, 0.032572933,-0.067396741
"GrubKranawetberg_01_25", 59,"GrubKranawetberg", 6,33, 5.5,173,81, 77,224,2,3,15.8,47,17.5,53,1.1,2.3, 38, 4.0, 67, 0.6,52, 0.0,-0.9,1.924546,29.5,"Microgravette_point","Lower Austria",1,-0.087151550,-0.123629788
"GrubKranawetberg_01_26", 60,"GrubKranawetberg", 8,45, 5.6,282,74,102,276,2,3,20.7,46,24.4,54,1.2,1.6, 19, 6.5, 81, 0.2,35,-0.7,-1.6,1.908696,29.5,"Microgravette_point","Lower Austria",1, 0.240543550,-0.460743751
"GrubKranawetberg_01_27", 61,"GrubKranawetberg", 5,33, 6.6,142,73, 74,191,3,4,21.6,65,11.6,35,0.5,2.6, 52, 2.6, 52, 1.0,61,-0.2,-0.2,2.006645,29.5,"Microgravette_point","Lower Austria",1, 0.113996208,-0.026608722
"GrubKranawetberg_01_28", 62,"GrubKranawetberg", 6,30, 5.0,155,73, 71,218,3,2,10.2,33,19.8,66,1.9,4.0, 67, 2.8, 46, 1.4,44,-0.2,-0.9,1.949417,29.5,"Microlithic_backed_point","Lower Austria",1, 0.004252136,-0.079984495
"GrubKranawetberg_01_29", 63,"GrubKranawetberg", 5,35, 7.0,158,70, 78,202,2,2, 8.1,23,27.0,77,3.3,2.1, 42, 3.9, 77, 0.5,34,-0.4,-1.1,2.019946,29.5,"Microlithic_backed_point","Lower Austria",1, 0.230147359,-0.136601584
"GrubKranawetberg_02_01", 64,"GrubKranawetberg", 5,20, 4.0, 84,70, 48,175,4,3, 9.8,48,11.1,55,1.1,3.8, 75, 1.9, 37, 2.0,50, 0.1,-0.5,1.968116,29.5,"Microlithic_backed_point","Lower Austria",1,-0.157060152, 0.160936071
"GrubKranawetberg_02_02", 65,"GrubKranawetberg", 3,20, 6.7, 56,80, 47,119,2,3,10.1,50,10.1,50,1.0,1.0, 33, 2.6, 87, 0.4,48,-0.4, 0.0,1.881968,29.5,"Microlithic_backed_point","Lower Austria",1, 0.042151928, 0.260416296
"GrubKranawetberg_02_03", 66,"GrubKranawetberg", 6,23, 3.8,100,68, 54,185,4,3,12.4,53,10.8,46,0.9,4.5, 75, 1.6, 27, 2.8,53, 0.0, 0.1,1.985019,29.5,"Microlithic_backed_point","Lower Austria",1,-0.110196224, 0.129644771
"GrubKranawetberg_02_04", 67,"GrubKranawetberg", 7,23, 3.3,124,73, 57,217,2,2, 8.6,37,14.8,64,1.7,2.2, 32, 4.9, 69, 0.5,64,-0.4,-0.1,2.011964,29.5,"Microlithic_backed_point","Lower Austria",1,-0.125027483, 0.028121889
"GrubKranawetberg_02_05", 68,"GrubKranawetberg", 3,18, 6.0, 49,81, 42,116,4,3, 9.1,50, 9.6,53,1.1,2.4, 79, 1.0, 33, 2.4,45, 0.1,-0.2,1.875626,29.5,"Microlithic_backed_point","Lower Austria",1,-0.145374877, 0.297655335
"GrubKranawetberg_02_06", 69,"GrubKranawetberg", 3,17, 5.7, 40,69, 39,102,4,3, 8.1,47, 9.0,52,1.1,2.1, 70, 1.0, 33, 2.1,42, 0.1,-0.2,1.887176,29.5,"Microlithic_backed_point","Lower Austria",1,-0.020447109, 0.335710702
"GrubKranawetberg_02_07", 70,"GrubKranawetberg", 3,22, 7.3, 63,71, 51,123,3,3,10.2,46,12.1,55,1.2,1.6, 54, 2.2, 75, 0.7,46,-0.1, 0.2,1.904146,29.5,"Microlithic_backed_point","Lower Austria",1, 0.134331802, 0.276087013
"GrubKranawetberg_02_08", 71,"GrubKranawetberg", 4,18, 4.5, 68,76, 42,161,5,3, 9.6,53, 9.0,50,0.9,3.8, 93, 1.0, 25, 3.8,66, 0.1, 0.1,1.937613,29.5,"Microlithic_backed_point","Lower Austria",1,-0.200561421, 0.271974135
"GrubKranawetberg_02_09", 72,"GrubKranawetberg", 3,22, 7.3, 62,73, 51,121,5,3,12.1,55,10.4,47,0.9,3.0,100, 0.6, 20, 4.8,53, 0.1, 0.1,1.994970,29.5,"Microlithic_backed_point","Lower Austria",1, 0.034071635, 0.253466529
"GrubKranawetberg_03_01", 73,"GrubKranawetberg", 4,25, 6.2, 99,67, 59,167,3,2, 6.3,25,18.7,74,2.9,2.6, 64, 2.3, 57, 1.1,37,-0.2,-0.9,1.979772,29.5,"Microlithic_backed_point","Lower Austria",1, 0.127433821, 0.080178814
"GrubKranawetberg_03_02", 74,"GrubKranawetberg", 4,24, 6.0, 95,74, 55,172,2,3,11.5,47,12.7,52,1.1,1.3, 33, 3.4, 85, 0.4,56,-0.2,-0.1,1.957130,29.5,"Microgravette_point","Lower Austria",1, 0.024723714, 0.154970451
"GrubKranawetberg_03_03", 75,"GrubKranawetberg", 3,20, 6.7, 53,72, 45,117,3,3, 9.6,48,11.0,54,1.1,1.5, 48, 1.8, 60, 0.8,42,-0.1,-0.5,1.890836,29.5,"Microlithic_backed_point","Lower Austria",1, 0.068315537, 0.256136853
"GrubKranawetberg_03_04", 76,"GrubKranawetberg", 5,26, 5.2,107,72, 60,178,4,3,12.7,48,13.5,52,1.1,4.4, 87, 0.9, 17, 5.1,54, 0.1,-0.1,1.968772,29.5,"Microlithic_backed_point","Lower Austria",1,-0.065889383, 0.106811834
"GrubKranawetberg_03_05", 77,"GrubKranawetberg", 4,18, 4.5, 60,56, 44,136,3,3, 9.1,50, 9.4,52,1.0,2.7, 67, 1.7, 42, 1.6,52,-0.1,-0.2,1.948652,29.5,"Microlithic_backed_point","Lower Austria",1, 0.103542551, 0.271012512
"GrubKranawetberg_03_06", 78,"GrubKranawetberg", 4,22, 5.5, 84,74, 50,168,4,2, 6.5,29,15.7,71,2.4,3.4, 85, 1.3, 33, 2.5,42, 0.0,-0.7,1.949242,29.5,"Microlithic_backed_point","Lower Austria",1,-0.068297171, 0.151395197
"GrubKranawetberg_04_01", 79,"GrubKranawetberg", 4,20, 5.0, 57,64, 46,123,4,3, 8.4,42,11.9,59,1.4,2.8, 70, 1.2, 30, 2.3,32, 0.2,-0.5,1.872564,29.5,"Microgravette_point","Lower Austria",1,-0.006077578, 0.251152054
"GrubKranawetberg_04_02", 80,"GrubKranawetberg", 6,23, 3.8,112,72, 55,203,2,3,13.9,60, 9.8,42,0.7,2.1, 35, 4.0, 67, 0.5,67,-0.4,-0.2,1.928221,29.5,"Microlithic_backed_point","Lower Austria",1,-0.051685756, 0.082873949
"GrubKranawetberg_04_03", 81,"GrubKranawetberg", 6,26, 4.3,127,71, 63,201,2,3,14.2,54,12.6,48,0.9,1.8, 29, 4.6, 76, 0.4,58,-0.4,-0.2,1.927692,29.5,"Microlithic_backed_point","Lower Austria",1, 0.015681288, 0.035736093
"GrubKranawetberg_04_04", 82,"GrubKranawetberg", 5,20, 4.0, 88,83, 51,172,5,3, 8.9,44,11.8,58,1.3,4.0, 80, 1.2, 24, 3.3,67, 0.4, 0.2,1.896867,29.5,"Microlithic_backed_point","Lower Austria",1,-0.366714616, 0.212928186
"GrubKranawetberg_04_05", 83,"GrubKranawetberg", 3,21, 7.0, 64,70, 48,133,2,2, 8.2,39,13.2,62,1.6,1.1, 35, 2.6, 87, 0.4,45,-0.2,-0.2,1.873248,29.5,"Microgravette_point","Lower Austria",1, 0.151058686, 0.262337423
"GrubKranawetberg_04_06", 84,"GrubKranawetberg", 5,22, 4.4, 97,68, 53,183,3,2, 7.7,35,15.3,69,2.0,2.5, 49, 3.2, 63, 0.8,50,-0.2,-0.4,1.924376,29.5,"Microgravette_point","Lower Austria",1,-0.007768481, 0.134787788
"GrubKranawetberg_04_07", 85,"GrubKranawetberg", 5,27, 5.4,115,74, 65,176,4,3,13.2,48,14.4,53,1.1,3.9, 77, 1.4, 28, 2.8,49, 0.0,-0.4,1.909138,29.5,"Microgravette_point","Lower Austria",1,-0.028228871, 0.064249174
"GrubKranawetberg_04_08", 86,"GrubKranawetberg", 3,30,10.0, 82,64, 65,126,4,4,18.2,60,11.8,39,0.6,2.6, 87, 0.9, 29, 3.0,44,-0.2, 0.4,1.955953,29.5,"Microgravette_point","Lower Austria",1, 0.455318069, 0.195733087
"GrubKranawetberg_04_09", 87,"GrubKranawetberg", 5,40, 8.0,180,76, 90,200,4,2, 8.2,20,31.8,79,3.9,3.9, 77, 1.9, 38, 2.0,25, 0.0,-1.6,2.000089,29.5,"Microgravette_point","Lower Austria",1, 0.162366641,-0.237507050
"GrubKranawetberg_04_10", 88,"GrubKranawetberg", 5,25, 5.0,105,67, 59,177,3,3,10.9,43,15.1,60,1.4,2.6, 52, 2.8, 56, 0.9,48, 0.0,-0.7,1.915631,29.5,"Microgravette_point","Lower Austria",1, 0.017856267, 0.086314431
"GrubKranawetberg_04_11", 89,"GrubKranawetberg", 6,25, 4.2,141,78, 60,235,4,3,11.8,47,13.7,54,1.2,4.9, 81, 1.9, 32, 2.5,70,-0.2, 0.0,1.939668,29.5,"Microlithic_backed_point","Lower Austria",1,-0.138951003, 0.052570833
"GrubKranawetberg_04_12", 90,"GrubKranawetberg", 3,27, 9.0, 80,69, 62,129,4,3,14.0,51,13.3,49,1.0,2.6, 87, 1.2, 40, 2.1,43, 0.0, 0.2,1.963718,29.5,"Microgravette_point","Lower Austria",1, 0.261593210, 0.203938162
"GrubKranawetberg_04_13", 91,"GrubKranawetberg", 5,21, 4.2, 83,65, 51,162,3,3,10.2,48,10.9,51,1.1,3.0, 59, 2.3, 45, 1.3,64, 0.0,-0.4,1.894693,29.5,"Microgravette_point","Lower Austria",1,-0.025676402, 0.176615072
"GrubKranawetberg_04_14", 92,"GrubKranawetberg", 6,28, 4.7,139,65, 66,210,2,3,12.6,45,16.1,57,1.3,1.4, 23, 5.3, 87, 0.3,51,-0.5, 0.2,1.951893,29.5,"Microgravette_point","Lower Austria",1, 0.148089309, 0.040448319
"GrubKranawetberg_04_15", 93,"GrubKranawetberg", 6,30, 5.0,145,72, 68,213,4,3,14.7,49,15.3,50,1.0,4.9, 81, 1.4, 23, 3.5,57, 0.0,-0.2,1.941047,29.5,"Microgravette_point","Lower Austria",1,-0.028161275, 0.002935011
"GrubKranawetberg_04_16", 94,"GrubKranawetberg", 5,28, 5.6,111,70, 65,170,3,3,11.2,40,16.8,60,1.5,3.0, 59, 2.5, 49, 1.2,36, 0.0,-0.7,1.911148,29.5,"Microgravette_point","Lower Austria",1, 0.038240827, 0.044241110
"GrubKranawetberg_04_17", 95,"GrubKranawetberg", 3,26, 8.7, 74,70, 61,121,2,3,14.6,56,11.8,45,0.8,0.9, 29, 2.8, 93, 0.3,46,-0.2,-0.2,1.956808,29.5,"Microgravette_point","Lower Austria",1, 0.271472905, 0.174022048
"GrubKranawetberg_04_18", 96,"GrubKranawetberg", 4,27, 6.8, 90,71, 61,147,4,2, 7.0,25,20.7,76,3.0,3.0, 74, 1.1, 26, 2.8,33,-0.2,-0.5,1.876070,29.5,"Microlithic_backed_point","Lower Austria",1, 0.157204831, 0.117912717
"GrubKranawetberg_04_19", 97,"GrubKranawetberg", 4,27, 6.8,113,72, 62,182,2,3,13.7,50,13.3,49,1.0,0.9, 21, 4.0,100, 0.2,61,-0.4, 0.0,1.919063,29.5,"Microgravette_point","Lower Austria",1, 0.181054992, 0.119066997
"GrubKranawetberg_04_20", 98,"GrubKranawetberg", 3,22, 7.3, 62,69, 50,124,5,3,11.1,50,11.2,51,1.0,3.2,105, 0.5, 17, 6.0,42, 0.0,-0.2,1.864101,29.5,"Microgravette_point","Lower Austria",1, 0.145929848, 0.266416618
"GrubKranawetberg_04_21", 99,"GrubKranawetberg", 4,23, 5.8, 87,72, 54,161,3,2, 8.6,37,15.1,65,1.8,2.6, 65, 2.1, 52, 1.2,48, 0.0,-0.4,1.900106,29.5,"Microlithic_backed_point","Lower Austria",1, 0.002218376, 0.171706300
"GrubKranawetberg_04_22",100,"GrubKranawetberg", 6,36, 6.0,177,76, 82,215,4,2,10.2,28,26.7,74,2.6,4.4, 73, 1.8, 29, 2.5,36, 0.0,-0.4,2.012290,29.5,"Microlithic_backed_point","Lower Austria",1, 0.003325143,-0.130435182
"GrubKranawetberg_04_23",101,"GrubKranawetberg", 4,24, 6.0, 84,62, 53,158,3,3,12.5,51,11.6,48,0.9,1.9, 48, 3.0, 74, 0.6,47,-0.4, 0.0,1.907092,29.5,"Triangle","Lower Austria",1, 0.239518911, 0.198684017
