"","X","site","width","length","l_w_index","area","percent_area","contour_length","area_contour_ratio","position_longest_extend","position_widest_extend","length_lower_part","relative_length_lower_part","length_upper_part","relative_length_upper_part","upper_to_lower_ratio","width_left_part","relative_width_left_part","width_right_part","relative_width_right_part","left_to_right_ratio","tip_angle","MP_CM_x_offset","MP_CM_y_offset","FD","ka_cal_BP","typology","region","clust","RDA.RDA1","RDA.PC1"
"GrubKranawetberg_04_15", 93,"GrubKranawetberg", 6,30, 5.0, 145,72, 68,213,4,3,14.7,49,15.3,50,1.0, 4.9, 81, 1.4, 23,  3.5, 57, 0.0,-0.2,1.941047,29.5,"Microgravette_point","Lower Austria",1, 0.044232548, 0.057062373
"GrubKranawetberg_04_16", 94,"GrubKranawetberg", 5,28, 5.6, 111,70, 65,170,3,3,11.2,40,16.8,60,1.5, 3.0, 59, 2.5, 49,  1.2, 36, 0.0,-0.7,1.911148,29.5,"Microgravette_point","Lower Austria",1,-0.026863637, 0.078945605
"GrubKranawetberg_04_17", 95,"GrubKranawetberg", 3,26, 8.7,  74,70, 61,121,2,3,14.6,56,11.8,45,0.8, 0.9, 29, 2.8, 93,  0.3, 46,-0.2,-0.2,1.956808,29.5,"Microgravette_point","Lower Austria",1,-0.250287073, 0.190956621
"GrubKranawetberg_04_18", 96,"GrubKranawetberg", 4,27, 6.8,  90,71, 61,147,4,2, 7.0,25,20.7,76,3.0, 3.0, 74, 1.1, 26,  2.8, 33,-0.2,-0.5,1.876070,29.5,"Microlithic_backed_point","Lower Austria",1,-0.128340546, 0.128926551
"GrubKranawetberg_04_19", 97,"GrubKranawetberg", 4,27, 6.8, 113,72, 62,182,2,3,13.7,50,13.3,49,1.0, 0.9, 21, 4.0,100,  0.2, 61,-0.4, 0.0,1.919063,29.5,"Microgravette_point","Lower Austria",1,-0.130992541, 0.145539031
"GrubKranawetberg_04_20", 98,"GrubKranawetberg", 3,22, 7.3,  62,69, 50,124,5,3,11.1,50,11.2,51,1.0, 3.2,105, 0.5, 17,  6.0, 42, 0.0,-0.2,1.864101,29.5,"Microgravette_point","Lower Austria",1,-0.134228189, 0.235828085
"GrubKranawetberg_04_21", 99,"GrubKranawetberg", 4,23, 5.8,  87,72, 54,161,3,2, 8.6,37,15.1,65,1.8, 2.6, 65, 2.1, 52,  1.2, 48, 0.0,-0.4,1.900106,29.5,"Microlithic_backed_point","Lower Austria",1, 0.007539038, 0.171488706
"GrubKranawetberg_04_22",100,"GrubKranawetberg", 6,36, 6.0, 177,76, 82,215,4,2,10.2,28,26.7,74,2.6, 4.4, 73, 1.8, 29,  2.5, 36, 0.0,-0.4,2.012290,29.5,"Microlithic_backed_point","Lower Austria",1, 0.005216703,-0.027079625
"GrubKranawetberg_04_23",101,"GrubKranawetberg", 4,24, 6.0,  84,62, 53,158,3,3,12.5,51,11.6,48,0.9, 1.9, 48, 3.0, 74,  0.6, 47,-0.4, 0.0,1.907092,29.5,"Triangle","Lower Austria",1,-0.179245183, 0.205223142
"GrubKranawetberg_04_24",102,"GrubKranawetberg", 3,21, 7.0,  62,71, 48,129,4,3,11.4,54,10.0,47,0.9, 2.5, 81, 1.2, 40,  2.0, 49, 0.0, 0.2,1.866159,29.5,"Microgravette_point","Lower Austria",1,-0.079309329, 0.265402153
"GrubKranawetberg_04_25",103,"GrubKranawetberg", 8,27, 3.4, 143,62, 64,223,4,2, 7.5,27,19.6,72,2.6, 5.4, 67, 2.6, 32,  2.1, 40, 0.4,-0.9,1.952500,29.5,"Microgravette_point","Lower Austria",1, 0.103776738, 0.019241046
"GrubKranawetberg_04_26",104,"GrubKranawetberg", 5,22, 4.4, 102,76, 53,192,4,3, 9.3,42,13.7,62,1.5, 4.2, 84, 1.6, 31,  2.7, 58, 0.2,-0.2,1.916189,29.5,"Microlithic_backed_point","Lower Austria",1, 0.193598133, 0.158398894
"GrubKranawetberg_04_27",105,"GrubKranawetberg", 5,26, 5.2, 100,70, 60,166,4,3,13.2,50,13.7,52,1.0, 3.9, 77, 1.4, 28,  2.8, 46, 0.4, 0.0,1.902380,29.5,"Oblique_retouched_microlithic_point","Lower Austria",1, 0.075900718, 0.154479606
"GrubKranawetberg_05_01",106,"GrubKranawetberg", 5,24, 4.8, 102,72, 56,182,5,2, 7.0,29,17.7,73,2.5, 4.4, 88, 1.0, 19,  4.5, 41, 0.2,-0.7,1.968336,29.5,"Microlithic_backed_point","Lower Austria",1, 0.115605395, 0.122180419
"GrubKranawetberg_05_02",107,"GrubKranawetberg", 6,24, 4.0, 108,67, 56,192,1,2, 9.4,39,15.3,63,1.6, 0.9, 14, 5.4, 90,  0.2, 46,-0.9,-0.6,1.987102,29.5,"Microlithic_backed_point","Lower Austria",1,-0.040288832, 0.088215176
"GrubKranawetberg_05_03",108,"GrubKranawetberg", 3,17, 5.7,  45,69, 40,112,3,3, 9.0,53, 8.8,51,1.0, 1.9, 61, 1.6, 53,  1.2, 49, 0.0, 0.1,1.898846,29.5,"Microlithic_backed_point","Lower Austria",1, 0.014056772, 0.302970347
"GrubKranawetberg_05_04",109,"GrubKranawetberg", 4,21, 5.2,  76,76, 48,158,2,3, 9.1,43,12.5,59,1.4, 1.5, 37, 3.1, 77,  0.5, 56,-0.2, 0.2,1.931757,29.5,"Microlithic_backed_point","Lower Austria",1, 0.094887544, 0.223163439
"GrubKranawetberg_05_05",110,"GrubKranawetberg", 5,24, 4.8, 104,68, 58,179,4,3,12.6,52,12.3,51,1.0, 4.1, 81, 1.9, 37,  2.2, 54, 0.0, 0.0,1.984215,29.5,"Shouldered_point","Lower Austria",1, 0.048659050, 0.164415888
"GrubKranawetberg_05_06",111,"GrubKranawetberg", 5,18, 3.6,  66,67, 42,157,2,2, 5.9,32,12.5,69,2.1, 2.0, 39, 3.2, 64,  0.6, 43,-0.2,-0.6,1.958454,29.5,"Microlithic_backed_point","Lower Austria",1, 0.112279448, 0.196516313
"GrubKranawetberg_05_07",112,"GrubKranawetberg",10,30, 3.0, 209,66, 73,286,1,3,15.7,52,14.4,48,0.9, 1.6, 16, 8.4, 83,  0.2, 57,-1.2,-0.5,1.903394,29.5,"Microlithic_backed_point","Lower Austria",1,-0.074859502,-0.101822237
"GrubKranawetberg_05_08",113,"GrubKranawetberg", 4,22, 5.5,  74,68, 51,145,3,3,11.2,51,11.1,50,1.0, 2.2, 55, 2.3, 58,  0.9, 48,-0.1,-0.1,1.940122,29.5,"Microlithic_backed_point","Lower Austria",1,-0.014721707, 0.212245411
"GrubKranawetberg_05_09",114,"GrubKranawetberg", 5,19, 3.8,  80,68, 46,173,3,3, 8.0,42,11.4,59,1.4, 3.1, 61, 2.8, 56,  1.1, 58, 0.0, 0.0,1.955614,29.5,"Symmetric_backed_point","Lower Austria",1, 0.138367934, 0.218665905
"GrubKranawetberg_05_10",115,"GrubKranawetberg", 5,19, 3.8,  84,66, 46,182,3,3, 8.5,44,11.1,58,1.3, 2.5, 49, 3.3, 66,  0.7, 64,-0.1,-0.1,1.966039,29.5,"Microlithic_backed_point","Lower Austria",1, 0.101145319, 0.212954966
"GrubKranawetberg_05_11",116,"GrubKranawetberg", 4,19, 4.8,  65,73, 44,147,3,3, 7.8,40,11.6,61,1.5, 2.5, 61, 2.0, 49,  1.2, 51, 0.0,-0.2,1.928369,29.5,"Microgravette_point","Lower Austria",1, 0.120212495, 0.229155199
"GrubKranawetberg_05_12",117,"GrubKranawetberg", 4,23, 5.8,  88,70, 54,162,2,3,11.7,50,12.2,53,1.0, 1.5, 37, 3.2, 80,  0.5, 54,-0.4,-0.1,1.953548,29.5,"Microgravette_point","Lower Austria",1,-0.058222590, 0.187041524
"GrubKranawetberg_06_01",118,"GrubKranawetberg", 7,40, 5.7, 188,63, 91,206,2,2,13.5,33,27.4,68,2.0, 2.5, 35, 4.6, 65,  0.5, 30,-0.4,-0.9,2.041991,29.5,"Symmetric_backed_point","Lower Austria",1,-0.204589481,-0.106446250
"GrubKranawetberg_06_02",119,"GrubKranawetberg", 4,32, 8.0, 126,73, 75,168,4,3,14.6,45,18.2,57,1.3, 3.0, 74, 1.9, 48,  1.5, 48,-0.2, 0.0,1.977916,29.5,"Microgravette_point","Lower Austria",1,-0.187622903, 0.097830145
"GrubKranawetberg_06_03",120,"GrubKranawetberg", 5,30, 6.0, 114,71, 69,165,3,2,11.8,39,18.2,60,1.6, 2.6, 52, 2.5, 49,  1.1, 39,-0.2, 0.0,1.895148,29.5,"Microlithic_backed_point","Lower Austria",1,-0.076934727, 0.097246134
"GrubKranawetberg_06_04",121,"GrubKranawetberg", 5,25, 5.0, 107,73, 57,187,4,2, 7.0,28,18.1,72,2.6, 4.4, 87, 1.2, 24,  3.6, 46, 0.2,-0.4,1.909773,29.5,"Microgravette_point","Lower Austria",1, 0.099513524, 0.128062842
"GrubKranawetberg_06_05",122,"GrubKranawetberg", 3,18, 6.0,  51,68, 43,118,4,3,10.4,57, 8.4,46,0.8, 2.3, 76, 1.6, 52,  1.4, 48,-0.2, 0.2,1.853874,29.5,"Microlithic_backed_point","Lower Austria",1,-0.063169895, 0.291820365
"GrubKranawetberg_06_06",123,"GrubKranawetberg", 6,35, 5.8, 174,65, 79,220,2,3,17.7,50,18.2,52,1.0, 1.1, 17, 5.4, 90,  0.2, 40,-0.5,-0.2,1.950770,29.5,"Microlithic_backed_point","Lower Austria",1,-0.190895026, 0.003214253
"GrubKranawetberg_06_07",124,"GrubKranawetberg", 3,17, 5.7,  44,64, 40,110,4,3, 9.5,55, 7.5,44,0.8, 2.8, 93, 1.1, 35,  2.7, 53, 0.2, 0.2,2.048738,29.5,"Microgravette_point","Lower Austria",1, 0.019413538, 0.330632919
"GrubKranawetberg_06_08",125,"GrubKranawetberg", 3,18, 6.0,  47,67, 41,114,4,3, 9.3,51, 9.6,53,1.0, 2.3, 76, 1.1, 35,  2.2, 45, 0.0,-0.2,1.923959,29.5,"Microlithic_backed_point","Lower Austria",1,-0.032370477, 0.282428051
"GrubKranawetberg_06_09",126,"GrubKranawetberg", 5,24, 4.8, 105,72, 57,184,4,3,10.0,41,14.9,62,1.5, 4.0, 80, 1.4, 28,  2.9, 49, 0.0,-0.2,1.913128,29.5,"Microlithic_backed_point","Lower Austria",1, 0.078533708, 0.142915122
"GrubKranawetberg_06_10",127,"GrubKranawetberg", 3,21, 7.0,  48,60, 47,102,3,3,10.7,50,10.5,50,1.0, 1.2, 40, 1.9, 64,  0.6, 37,-0.2, 0.0,1.852466,29.5,"Microgravette_point","Lower Austria",1,-0.244003368, 0.275180619
"GrubKranawetberg_06_11",128,"GrubKranawetberg", 5,22, 4.4,  91,66, 52,175,4,3,12.3,55,10.5,47,0.9, 4.2, 84, 1.2, 24,  3.4, 55, 0.2,-0.2,1.921377,29.5,"Flechette","Lower Austria",1, 0.076461203, 0.183215851
"GrubKranawetberg_06_12",129,"GrubKranawetberg", 7,31, 4.4, 168,68, 73,230,4,3,15.4,49,16.1,52,1.0, 4.6, 65, 3.0, 42,  1.5, 48, 0.0,-0.4,1.956905,29.5,"Microgravette_point","Lower Austria",1, 0.032881669, 0.006346465
"GrubKranawetberg_06_13",130,"GrubKranawetberg",11,33, 3.0, 284,70, 84,338,3,2,11.8,35,22.1,66,1.9, 5.4, 49, 6.1, 55,  0.9, 57,-0.2,-1.4,2.011266,29.5,"Microgravette_point","Lower Austria",1, 0.112361808,-0.222882033
"GrubKranawetberg_06_14",131,"GrubKranawetberg", 5,28, 5.6, 115,71, 65,176,4,3,14.0,50,14.4,51,1.0, 4.0, 80, 1.4, 28,  2.9, 45, 0.0,-0.2,1.910329,29.5,"Shouldered_point","Lower Austria",1,-0.009342233, 0.106842865
"GrubKranawetberg_06_15",132,"GrubKranawetberg", 6,40, 6.7, 179,68, 88,203,3,4,24.2,60,16.0,39,0.7, 3.0, 49, 3.2, 52,  0.9, 50, 0.0, 0.7,2.018809,29.5,"Microlithic_backed_point","Lower Austria",1,-0.142045457, 0.025715888
"GrubKranawetberg_06_16",133,"GrubKranawetberg", 8,22, 2.8, 130,59, 56,232,3,2, 8.4,38,14.2,64,1.7, 5.1, 63, 3.9, 48,  1.3, 62, 0.2,-0.5,1.980488,29.5,"Microgravette_point","Lower Austria",1, 0.113949878, 0.090991121
"GrubKranawetberg_06_17",134,"GrubKranawetberg", 4,21, 5.2,  75,67, 48,156,4,3, 9.5,45,11.6,55,1.2, 3.2, 78, 1.6, 39,  2.0, 50, 0.2,-0.4,1.900152,29.5,"Microgravette_point","Lower Austria",1, 0.030626740, 0.210325769
"Milovice1_01_01",135,"Milovice1", 6,40, 6.7, 197,80, 89,221,4,4,24.4,60,16.3,40,0.7, 4.0, 66, 2.1, 34,  1.9, 52, 0.1, 0.1,1.877162,29.9,"Microgravette_point","Moravia",2,-0.025662410,-0.051522101
"Milovice1_01_02",136,"Milovice1", 6,33, 5.5, 169,80, 73,231,4,3,14.5,43,18.5,56,1.3, 3.8, 63, 2.4, 40,  1.6, 52, 0.2,-0.1,1.998978,29.9,"Microgravette_point","Moravia",2, 0.134810175, 0.019045310
"Milovice1_01_03",137,"Milovice1", 5,40, 8.0, 179,79, 88,203,3,3,22.4,55,17.7,44,0.8, 2.2, 44, 3.3, 65,  0.7, 46,-0.1, 0.0,1.867998,29.9,"Microgravette_point","Moravia",2,-0.161283918,-0.027446426
"Milovice1_01_05",138,"Milovice1", 6,41, 6.8, 200,79, 91,219,4,2,15.3,37,25.8,62,1.7, 3.9, 65, 2.1, 34,  1.9, 39,-0.1, 0.0,1.879106,29.9,"Microgravette_point","Moravia",2,-0.079005643,-0.070335567
"Milovice1_01_06",139,"Milovice1", 6,41, 6.8, 210,80, 92,228,2,3,21.0,51,20.5,50,1.0, 2.1, 34, 4.2, 70,  0.5, 46,-0.5, 0.0,1.884948,29.9,"Point","Moravia",2,-0.124773113,-0.086702242
"Milovice1_01_07",140,"Milovice1", 5,28, 5.6, 113,74, 65,173,3,2,10.3,36,18.4,65,1.8, 2.4, 47, 2.8, 55,  0.8, 44,-0.2, 0.0,1.969265,29.9,"Point","Moravia",1, 0.013828762, 0.108275868
"Milovice1_02_03",141,"Milovice1", 5,16, 3.2,  60,64, 41,146,3,3, 7.4,46, 9.5,59,1.3, 3.1, 62, 2.4, 47,  1.3, 61,-0.1,-0.2,2.024992,29.9,"Large_Point","Moravia",1, 0.145699921, 0.240741422
"Milovice1_02_04",142,"Milovice1",19,67, 3.5, 957,74,155,617,4,3,33.4,49,33.7,50,1.0,11.8, 61, 7.3, 38,  1.6, 58, 0.5,-1.3,1.974552,29.9,"Large_Point","Moravia",2, 0.049049931,-0.934163880
"Milovice1_02_06",143,"Milovice1",16,88, 5.5,1120,80,206,543,3,3,36.4,41,51.8,58,1.4, 9.2, 57, 7.3, 45,  1.3, 40,-0.8,-2.8,1.896981,29.9,"Point","Moravia",2,-0.357053013,-1.275249203
"Milovice1_03_01",144,"Milovice1", 8,37, 4.6, 242,71, 88,275,3,2,11.0,29,26.4,71,2.4, 4.5, 55, 4.5, 55,  1.0, 38,-0.1,-1.9,1.865246,29.9,"Point","Moravia",2,-0.030473509,-0.211867157
"Milovice1_03_02",145,"Milovice1",12,46, 3.8, 407,67,106,383,3,2,12.1,26,34.8,75,2.9, 5.8, 48, 6.9, 57,  0.8, 36,-0.2,-2.9,1.917749,29.9,"Point","Moravia",2,-0.077579300,-0.492500166
"Milovice1_03_04",146,"Milovice1", 6,22, 3.7, 106,68, 54,196,3,3,11.0,49,11.9,54,1.1, 2.9, 47, 3.6, 59,  0.8, 52,-0.2,-0.6,1.921654,29.9,"Point","Moravia",1, 0.085992268, 0.108461782
"Milovice1_03_05",147,"Milovice1", 9,40, 4.4, 222,60, 91,243,4,2,13.0,32,27.1,67,2.1, 5.9, 65, 3.1, 34,  1.9, 23, 0.3,-2.4,1.864410,29.9,"Point","Moravia",2,-0.105454191,-0.248992941
"Milovice1_03_06",148,"Milovice1",10,45, 4.5, 320,65,108,296,3,2,11.0,24,34.5,76,3.1, 5.7, 56, 5.0, 50,  1.1, 32, 0.2,-2.3,1.887470,29.9,"Point","Moravia",2,-0.092323211,-0.369275972
"Milovice1_03_08",149,"Milovice1", 5,24, 4.8, 103,73, 55,187,3,3, 9.7,40,14.4,59,1.5, 2.7, 53, 3.3, 66,  0.8, 57, 0.0, 0.2,1.907221,29.9,"Point","Moravia",1, 0.095881773, 0.166301678
"Milovice1_03_09",150,"Milovice1", 6,22, 3.7,  89,65, 51,174,3,2, 8.2,37,13.9,63,1.7, 3.3, 54, 2.9, 47,  1.1, 48,-0.1,-0.4,1.915184,29.9,"Non_backed_microlith","Moravia",1, 0.068870522, 0.140969624
"Milovice1_03_10",151,"Milovice1",12,52, 4.3, 450,64,120,375,3,3,21.2,40,31.0,59,1.5, 6.8, 56, 6.1, 51,  1.1, 38,-0.1,-1.7,1.922552,29.9,"Non_backed_microlith","Moravia",2,-0.149969295,-0.482866613
"Pavlov1_01_01",152,"Pavlov1", 5,20, 4.0,  74,67, 48,154,5,3,11.0,54, 9.8,49,0.9, 4.9, 97, 0.4,  7, 12.9, 49, 0.5, 0.1,1.944072,30.7,"Non_backed_microlith","Moravia",1, 0.178559226, 0.217640855
"Pavlov1_01_02",153,"Pavlov1", 5,18, 3.6,  73,66, 44,165,4,3, 9.8,54, 8.4,46,0.9, 4.7, 94, 0.7, 14,  6.7, 51, 0.1,-0.8,1.973539,30.7,"Non_backed_microlith","Moravia",1, 0.142655063, 0.173154819
"Pavlov1_01_03",154,"Pavlov1", 4,16, 4.0,  55,70, 37,148,2,4,10.4,64, 5.9,36,0.6, 1.1, 28, 3.6, 91,  0.3, 80,-0.3, 0.7,1.931464,30.7,"Non_backed_microlith","Moravia",1, 0.123882481, 0.301413804
"Pavlov1_01_04",155,"Pavlov1", 5,20, 4.0,  80,69, 47,170,2,4,12.7,63, 7.8,38,0.6, 1.5, 29, 4.0, 79,  0.4, 75,-0.3, 0.5,1.959257,30.7,"Non_backed_microlith","Moravia",2, 0.095939074, 0.221489222
"Pavlov1_01_05",156,"Pavlov1", 5,26, 5.2, 102,65, 61,167,1,3,11.8,45,14.6,56,1.2, 0.0,  0, 5.2,103,  0.0, 41,-0.4,-0.5,2.035685,30.7,"Non_backed_microlith","Moravia",2,-0.075296153, 0.104432996
"Pavlov1_01_06",157,"Pavlov1", 8,27, 3.4, 187,70, 69,271,4,3,12.4,45,15.6,57,1.3, 7.3, 91, 1.6, 19,  4.6, 58, 0.3,-0.8,1.923417,30.7,"Non_backed_microlith","Moravia",2, 0.173177604,-0.032853912
"Pavlov1_01_07",158,"Pavlov1", 5,26, 5.2, 105,75, 61,172,5,2,10.3,39,16.6,63,1.6, 4.8, 96, 0.6, 11,  8.1, 39, 0.4,-0.4,1.892807,30.7,"Non_backed_microlith","Moravia",1, 0.127659553, 0.102386584
"Pavlov1_01_08",159,"Pavlov1", 4,18, 4.5,  65,76, 42,154,5,4,11.1,61, 7.1,39,0.6, 4.2,104, 0.5, 12,  8.6, 64, 0.2, 0.1,1.926841,30.7,"Non_backed_microlith","Moravia",1, 0.213997899, 0.241539946
"Pavlov1_02_01",160,"Pavlov1", 6,22, 3.7, 104,71, 53,196,1,3,12.0,54,10.8,48,0.9, 0.7, 12, 5.7, 94,  0.1, 62,-0.7, 0.2,1.902449,30.7,"Non_backed_microlith","Moravia",2, 0.055549035, 0.134402214
"Pavlov1_02_02",161,"Pavlov1", 7,27, 3.9, 146,73, 65,224,1,3,14.1,52,13.1,48,0.9, 1.3, 18, 5.9, 84,  0.2, 54,-0.2,-0.5,1.915861,30.7,"Non_backed_microlith","Moravia",2, 0.107366813, 0.013870739
"Pavlov1_02_03",162,"Pavlov1", 5,17, 3.4,  69,63, 44,156,2,3, 9.3,54, 8.6,50,0.9, 0.6, 12, 4.7, 94,  0.1, 55,-0.2,-0.3,2.009392,30.7,"Non_backed_microlith","Moravia",2, 0.094457993, 0.210428227
"Pavlov1_02_04",163,"Pavlov1", 5,16, 3.2,  63,70, 41,153,5,2, 5.8,36,10.8,67,1.9, 4.5, 89, 0.6, 12,  6.9, 60, 0.3, 0.1,1.987377,30.7,"Backed_implements","Moravia",1, 0.269945374, 0.245589550
"Pavlov1_02_05",164,"Pavlov1", 6,23, 3.8, 106,70, 55,192,5,3,11.4,49,11.9,51,1.0, 5.6, 94, 0.6,  9, 10.1, 49, 0.5,-0.5,1.899243,30.7,"Backed_implements","Moravia",2, 0.196380528, 0.110124790
"Pavlov1_05_01",165,"Pavlov1", 6,30, 5.0, 145,71, 69,210,4,3,15.7,52,14.4,47,0.9, 4.7, 77, 1.8, 30,  2.5, 49, 0.1,-0.6,1.999745,30.7,"Non_backed_microlith","Moravia",1, 0.054761514, 0.023421445
"Pavlov1_05_02",166,"Pavlov1", 5,20, 4.0,  80,65, 51,156,1,3,11.1,55, 9.2,46,0.8, 1.1, 21, 4.7, 94,  0.2, 54,-0.4, 0.1,1.909579,30.7,"Non_backed_microlith","Moravia",1, 0.013253830, 0.190542192
"Pavlov1_05_03",167,"Pavlov1", 5,19, 3.8,  76,66, 46,165,4,3, 9.5,50,10.1,53,1.1, 4.4, 87, 1.2, 24,  3.6, 56, 0.3, 0.2,1.909262,30.7,"Non_backed_microlith","Moravia",1, 0.149402698, 0.227360090
"Pavlov1_05_04",168,"Pavlov1", 5,18, 3.6,  74,70, 44,168,4,2, 7.1,39,11.5,64,1.6, 4.3, 85, 1.1, 21,  4.0, 53, 0.3,-0.2,1.900059,30.7,"Non_backed_microlith","Moravia",1, 0.209229885, 0.203821819
"Pavlov1_05_05",169,"Pavlov1", 5,20, 4.0,  88,71, 49,179,1,3,10.8,54, 9.2,46,0.9, 0.7, 13, 5.2,103,  0.1, 62,-0.5,-0.1,1.914012,30.7,"Non_backed_microlith","Moravia",1, 0.071107588, 0.166438675
"Pavlov1_05_06",170,"Pavlov1", 5,19, 3.8,  79,68, 46,171,4,3, 9.3,49,10.2,53,1.1, 4.4, 87, 1.3, 25,  3.4, 63, 0.5,-0.2,1.908353,30.7,"Non_backed_microlith","Moravia",1, 0.197271107, 0.202154913
"Pavlov1_05_07",171,"Pavlov1", 4,19, 4.8,  68,71, 44,154,5,3,10.5,55, 8.7,45,0.8, 4.3,106, 0.5, 13,  8.0, 58, 0.3,-0.1,1.887087,30.7,"Non_backed_microlith","Moravia",1, 0.131078865, 0.229397034
"Pavlov1_05_08",172,"Pavlov1", 7,22, 3.1, 117,73, 55,212,2,4,15.2,69, 7.4,33,0.5, 1.5, 21, 5.6, 79,  0.3, 88,-0.5, 0.5,1.937017,30.7,"Non_backed_microlith","Moravia",1, 0.161008031, 0.124178675
"Pavlov1_05_09",173,"Pavlov1", 4,16, 4.0,  55,64, 39,141,5,3, 8.9,55, 7.3,45,0.8, 4.4,110, 0.4,  9, 11.6, 69, 0.2, 0.5,2.019929,30.7,"Non_backed_microlith","Moravia",1, 0.140697293, 0.311355421
"Pavlov1_05_10",174,"Pavlov1", 4,15, 3.8,  57,67, 41,139,1,3, 8.5,56, 7.5,49,0.9, 0.5, 11, 4.3,106,  0.1, 75,-0.2, 0.5,2.017028,30.7,"Non_backed_microlith","Moravia",1, 0.132728283, 0.295701443
"Pavlov1_05_11",175,"Pavlov1", 5,17, 3.4,  67,70, 42,159,5,2, 5.6,33,12.1,71,2.1, 4.8, 96, 0.3,  6, 15.8, 45, 0.3,-0.6,2.045314,30.7,"Non_backed_microlith","Moravia",1, 0.257471334, 0.196928818
"Pavlov1_05_12",176,"Pavlov1", 6,26, 4.3, 129,72, 61,211,2,4,18.8,72, 7.3,27,0.4, 1.2, 20, 5.2, 86,  0.2,113,-0.5, 1.4,1.932190,30.7,"Non_backed_microlith","Moravia",2, 0.055933195, 0.169659469
"Pavlov1_05_13",177,"Pavlov1", 6,21, 3.5,  98,67, 52,188,4,3,10.5,50,11.4,54,1.1, 4.9, 81, 1.4, 22,  3.6, 56, 0.4,-0.2,1.925727,30.7,"Non_backed_microlith","Moravia",1, 0.185353311, 0.151518607
"Pavlov1_05_14",178,"Pavlov1", 7,23, 3.3, 115,68, 57,201,5,3,12.1,52,11.3,49,0.9, 5.7, 81, 1.4, 19,  4.2, 61, 0.4,-0.2,1.940085,30.7,"Non_backed_microlith","Moravia",1, 0.205108504, 0.102535963
"Pavlov1_05_15",179,"Pavlov1", 5,23, 4.6,  89,68, 53,167,5,3,12.7,55,11.0,47,0.9, 4.9, 97, 0.5,  9, 10.7, 43, 0.5,-0.6,1.897830,30.7,"Non_backed_microlith","Moravia",1, 0.115886083, 0.141080595
"Pavlov1_05_16",180,"Pavlov1", 8,23, 2.9, 132,70, 57,231,5,3,10.9,47,12.4,54,1.1, 7.0, 87, 1.0, 12,  7.1, 59, 0.7,-0.2,1.961355,30.7,"Non_backed_microlith","Moravia",1, 0.306172485, 0.078873398
"Pavlov1_05_17",181,"Pavlov1", 5,15, 3.0,  60,72, 38,157,4,2, 4.7,31,10.7,71,2.3, 3.5, 70, 1.6, 32,  2.2, 67, 0.2,-0.2,2.015449,30.7,"Non_backed_microlith","Moravia",1, 0.302320678, 0.234054324
"Pavlov1_05_18",182,"Pavlov1", 5,17, 3.4,  79,73, 42,188,4,2, 6.3,37,11.2,66,1.8, 4.7, 94, 1.2, 24,  3.9, 61, 0.2,-0.2,2.045508,30.7,"Non_backed_microlith","Moravia",1, 0.283324329, 0.209845359
"Pavlov1_05_19",183,"Pavlov1", 8,28, 3.5, 174,67, 68,255,1,3,15.5,55,12.9,46,0.8, 1.3, 16, 7.6, 95,  0.2, 62,-0.7, 0.5,1.979946,30.7,"Non_backed_microlith","Moravia",2, 0.012886261, 0.035973793
"Pavlov1_05_20",184,"Pavlov1", 8,28, 3.5, 186,69, 70,265,2,4,17.5,62,11.3,40,0.6, 2.1, 25, 6.9, 85,  0.3, 79,-0.8, 0.3,1.981406,30.7,"Non_backed_microlith","Moravia",2, 0.018016846, 0.009011589
"Pavlov1_05_21",185,"Pavlov1", 5,19, 3.8,  70,60, 46,152,4,2, 7.3,38,12.1,63,1.7, 4.6, 91, 0.8, 16,  5.5, 53, 0.5,-0.2,1.914185,30.7,"Non_backed_microlith","Moravia",1, 0.103148169, 0.220416467
"Pavlov1_05_22",186,"Pavlov1", 7,29, 4.1, 163,65, 70,232,1,4,18.5,63,10.6,36,0.6, 0.0,  0, 7.9,112,  0.0, 64,-0.8, 0.9,1.963797,30.7,"Non_backed_microlith","Moravia",2,-0.072292318, 0.078715462
"Pavlov1_05_23",187,"Pavlov1", 5,20, 4.0,  81,72, 49,165,4,3, 8.2,41,12.4,61,1.5, 3.7, 73, 1.5, 29,  2.5, 50, 0.2,-0.2,1.892924,30.7,"Non_backed_microlith","Moravia",1, 0.178340375, 0.175719024
"Pavlov1_05_24",188,"Pavlov1", 5,20, 4.0,  88,72, 50,176,2,4,14.6,72, 6.4,32,0.4, 1.4, 27, 4.2, 83,  0.3, 99,-0.3, 0.6,1.903982,30.7,"Non_backed_microlith","Moravia",1, 0.116815767, 0.210145583
"Pavlov1_05_25",189,"Pavlov1", 6,19, 3.2,  74,60, 46,160,4,2, 6.4,33,12.6,66,2.0, 4.0, 67, 2.0, 33,  2.0, 54, 0.5,-0.5,1.922950,30.7,"Non_backed_microlith","Moravia",1, 0.144970539, 0.178182937
"Pavlov1_05_26",190,"Pavlov1", 5,19, 3.8,  81,73, 46,176,2,4,13.0,68, 6.6,34,0.5, 1.2, 24, 4.4, 88,  0.3, 79,-0.5, 0.5,1.901506,30.7,"Non_backed_microlith","Moravia",1, 0.119082625, 0.212769348
