ID,site,width,length,l_w_index,area,percent_area,contour_length,area_contour_ratio,upper_to_lower_ratio,left_to_right_ratio,tip_angle,MP_CM_x_offset,MP_CM_y_offset,typology,reference,ka_cal_BP,region,filter
AggsbachB_01_01,AggsbachB,8.7,32.9,3.79,216.4,74.0,78,277.4,1.6,1.6,57.9,0.2,-0.5,Flechette,"Otte, 1981",30.0,Lower Austria,1
AggsbachB_01_02,AggsbachB,8.2,56.8,6.92,386.4,81.0,132,292.7,0.3,1.5,71.6,0.1,0.1,Gravette_point,"Otte, 1981",30.0,Lower Austria,1
AggsbachB_01_03,AggsbachB,5.9,27.5,4.63,129.4,81.0,67,193.1,2.1,1.0,48.3,0.1,-0.7,Flechette,"Otte, 1981",30.0,Lower Austria,1
AggsbachB_01_04,AggsbachB,7.6,31.9,4.17,194.0,77.0,76,255.2,1.8,1.1,55.6,0.1,-0.5,Flechette,"Otte, 1981",30.0,Lower Austria,0
AggsbachB_01_05,AggsbachB,5.3,27.5,5.21,109.8,75.0,60,183.1,2.4,1.2,38.9,0.2,-0.6,Flechette,"Otte, 1981",30.0,Lower Austria,1
AggsbachB_01_06,AggsbachB,6.7,35.4,5.28,184.5,77.0,82,225.0,1.2,1.6,51.7,0.1,-0.5,Flechette,"Otte, 1981",30.0,Lower Austria,0
AggsbachB_01_07,AggsbachB,6.4,31.7,4.94,163.3,80.0,75,217.8,1.3,1.6,57.5,0.1,-0.2,Flechette,"Otte, 1981",30.0,Lower Austria,0
AggsbachB_01_08,AggsbachB,6.1,26.2,4.28,123.5,76.0,62,199.1,1.9,1.5,49.8,0.1,-0.5,Flechette,"Otte, 1981",30.0,Lower Austria,1
AggsbachB_01_09,AggsbachB,7.3,37.4,5.14,224.5,77.0,86,261.0,3.0,1.0,41.4,0.3,-1.2,Flechette,"Otte, 1981",30.0,Lower Austria,1
AggsbachB_01_10,AggsbachB,6.6,39.7,6.01,214.0,84.0,93,230.1,0.9,1.0,53.5,0.1,0.1,Flechette,"Otte, 1981",30.0,Lower Austria,0
AggsbachB_01_11,AggsbachB,8.0,26.9,3.35,158.8,72.0,64,248.2,1.1,1.9,74.2,0.5,-0.1,Flechette,"Otte, 1981",30.0,Lower Austria,1
AggsbachB_01_12,AggsbachB,7.4,32.5,4.41,174.3,71.0,73,238.8,0.6,1.4,61.6,0.0,0.1,Flechette,"Otte, 1981",30.0,Lower Austria,1
AggsbachB_01_13,AggsbachB,8.3,38.0,4.58,231.1,78.0,93,248.5,2.1,3.2,43.6,0.0,-1.3,Flechette,"Otte, 1981",30.0,Lower Austria,0
AggsbachB_01_14,AggsbachB,8.4,37.7,4.49,251.3,82.0,94,267.3,1.4,1.1,43.0,0.1,-1.9,Flechette,"Otte, 1981",30.0,Lower Austria,1
AggsbachB_01_15,AggsbachB,10.3,31.8,3.09,229.6,69.0,78,294.4,2.3,1.1,47.4,0.3,-1.9,Flechette,"Otte, 1981",30.0,Lower Austria,0
AggsbachB_01_16,AggsbachB,6.8,30.7,4.51,157.1,74.0,72,218.2,4.3,1.2,38.2,0.4,-1.1,Flechette,"Otte, 1981",30.0,Lower Austria,0
AggsbachB_01_17,AggsbachB,9.8,37.0,3.77,257.9,69.0,85,303.4,2.9,1.0,41.8,0.0,-1.6,Flechette,"Otte, 1981",30.0,Lower Austria,1
AggsbachB_01_18,AggsbachB,9.7,50.7,5.21,368.8,77.0,121,304.8,5.7,1.1,30.0,0.1,-2.9,Flechette,"Otte, 1981",30.0,Lower Austria,1
AggsbachB_01_19,AggsbachB,7.5,35.4,4.75,220.5,84.0,84,262.5,0.8,1.5,73.7,0.2,0.0,Flechette,"Otte, 1981",30.0,Lower Austria,1
AggsbachB_01_20,AggsbachB,8.1,32.5,4.01,201.0,75.0,77,261.1,1.8,1.0,53.1,-0.1,-0.9,Flechette,"Otte, 1981",30.0,Lower Austria,1
BorsiceChrastka_01_01,BorsiceChrastka,20.8,74.1,3.56,1256.3,67.0,182,690.3,0.8,0.4,77.0,-0.8,0.3,Gravette_point,"Klíma, 1963",30.4,Moravia,0
BorsiceChrastka_01_02,BorsiceChrastka,20.8,66.1,3.18,982.9,71.0,168,585.1,0.5,3.7,64.3,1.4,0.2,Gravette_point,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_01_01,DolniVestonice1,16.8,58.3,3.47,683.5,67.0,138,495.3,3.6,1.5,39.6,0.8,-4.4,Gravette_point,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_01_02,DolniVestonice1,11.2,34.2,3.05,268.7,68.0,82,327.7,2.9,0.7,41.4,-0.5,-2.7,Gravette_point,"Klíma, 1963",30.4,Moravia,1
DolniVestonice1_01_03,DolniVestonice1,9.7,36.1,3.72,269.3,74.0,87,309.6,2.1,0.2,43.6,-0.5,-2.1,Gravette_point,"Klíma, 1963",30.4,Moravia,1
DolniVestonice1_01_04,DolniVestonice1,9.7,40.8,4.2,292.8,73.0,93,314.8,1.1,1.9,49.3,0.2,-1.2,Gravette_point,"Klíma, 1963",30.4,Moravia,1
DolniVestonice1_01_05,DolniVestonice1,7.9,29.2,3.71,172.4,74.0,72,239.5,1.1,0.2,43.9,-0.8,-1.5,Gravette_point,"Klíma, 1963",30.4,Moravia,1
DolniVestonice1_01_06,DolniVestonice1,13.8,58.5,4.24,614.0,73.0,134,458.2,0.9,1.1,53.0,-0.2,-1.8,Gravette_point,"Klíma, 1963",30.4,Moravia,1
DolniVestonice1_01_07,DolniVestonice1,14.5,70.6,4.85,779.8,76.0,160,487.4,2.1,1.0,36.3,-0.3,-3.5,Gravette_point,"Klíma, 1963",30.4,Moravia,1
DolniVestonice1_01_08,DolniVestonice1,8.3,41.5,4.98,257.3,72.0,93,276.7,1.8,1.1,37.6,0.2,-2.3,Gravette_point,"Klíma, 1963",30.4,Moravia,1
DolniVestonice1_01_09,DolniVestonice1,12.3,56.8,4.63,566.7,75.0,131,432.6,1.2,0.9,48.5,-0.2,-2.0,Gravette_point,"Klíma, 1963",30.4,Moravia,1
DolniVestonice1_01_10,DolniVestonice1,12.6,70.0,5.57,711.5,78.0,165,431.2,2.8,1.1,35.8,-0.2,-3.6,Gravette_point,"Klíma, 1963",30.4,Moravia,1
DolniVestonice1_01_11,DolniVestonice1,14.5,49.1,3.38,522.0,71.0,118,442.3,1.5,1.2,54.0,0.2,-2.1,Gravette_point,"Klíma, 1963",30.4,Moravia,1
DolniVestonice1_01_12,DolniVestonice1,13.5,71.1,5.27,712.9,73.0,158,451.2,1.2,0.9,36.2,0.0,-3.2,Abri_Audi_knife,"Klíma, 1963",30.4,Moravia,1
DolniVestonice1_01_13,DolniVestonice1,11.7,45.8,3.92,397.5,74.0,108,368.0,1.3,1.1,45.0,0.3,-2.4,Abri_Audi_knife,"Klíma, 1963",30.4,Moravia,1
DolniVestonice1_02_01,DolniVestonice1,34.4,65.4,1.9,1693.2,76.0,174,973.1,1.4,0.5,82.1,-0.9,-2.6,Abri_Audi_knife,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_02_02,DolniVestonice1,37.1,62.4,1.68,1584.6,67.0,170,932.1,2.5,1.5,76.8,1.3,-3.1,Abri_Audi_knife,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_02_03,DolniVestonice1,24.9,50.6,2.03,954.1,75.0,133,717.3,1.4,0.6,80.5,-0.6,-1.9,Abri_Audi_knife,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_02_04,DolniVestonice1,41.0,56.3,1.37,1562.5,66.0,164,952.7,1.4,1.1,81.2,0.1,-3.3,Abri_Audi_knife,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_02_05,DolniVestonice1,39.3,59.1,1.51,1511.7,65.0,163,927.4,1.6,1.1,72.8,0.9,-3.9,Abri_Audi_knife,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_02_06,DolniVestonice1,27.0,57.0,2.11,1108.5,66.0,151,734.1,1.3,1.1,68.4,0.6,-3.0,Abri_Audi_knife,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_02_07,DolniVestonice1,41.0,85.7,2.09,2354.3,64.0,222,1060.5,1.7,1.1,51.6,-2.0,-5.1,Abri_Audi_knife,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_02_08,DolniVestonice1,32.4,107.6,3.32,2857.6,79.0,259,1103.3,0.4,0.7,90.4,0.6,-0.7,Chatelperron_point,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_02_09,DolniVestonice1,22.6,47.3,2.09,757.5,68.0,124,610.9,1.9,1.0,68.9,-0.6,-2.1,Chatelperron_point,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_03_01,DolniVestonice1,15.1,47.4,3.14,521.5,67.0,113,461.5,1.6,1.4,55.9,0.4,-1.8,Chatelperron_point,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_03_02,DolniVestonice1,15.3,39.5,2.59,444.1,69.0,99,448.6,1.0,0.6,68.8,-0.4,-1.8,Chatelperron_point,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_03_03,DolniVestonice1,26.0,51.6,1.99,858.3,63.0,133,645.4,1.7,1.0,62.7,-0.2,-2.8,Chatelperron_point,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_03_04,DolniVestonice1,23.7,48.2,2.04,797.0,68.0,128,622.6,1.3,1.0,77.4,-0.2,-1.4,Chatelperron_point,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_03_05,DolniVestonice1,17.7,51.4,2.9,668.2,72.0,125,534.5,1.0,1.3,61.5,0.7,-1.9,Chatelperron_point,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_03_06,DolniVestonice1,15.4,53.9,3.49,629.6,72.0,130,484.3,1.0,1.8,50.3,0.4,-2.5,Rückengestumpfte Klinge,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_03_07,DolniVestonice1,17.0,43.0,2.53,524.6,69.0,107,490.3,1.0,0.4,65.9,-0.7,-1.4,Endretuschierte Lamelle,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_04_01,DolniVestonice1,17.6,34.5,1.96,396.4,62.0,93,426.2,2.5,0.7,53.2,-1.0,-3.1,Schräg endretuschierte Lamelle,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_04_02,DolniVestonice1,10.4,46.7,4.49,394.1,79.0,113,348.8,1.3,1.2,53.4,-0.3,-1.1,Point_a_face_plan,"Klíma, 1963",30.4,Moravia,0
DolniVestonice1_05_01,DolniVestonice1,20.6,53.7,2.6,877.8,72.0,142,618.2,0.4,3.2,108.9,0.6,0.6,Konkav endretuschierte Lamelle,"Klíma, 1963",30.4,Moravia,0
