"","ID","site","width","length","l_w_index","area","percent_area","contour_length","area_contour_ratio","position_longest_extend","position_widest_extend","length_lower_part","relative_length_lower_part","length_upper_part","relative_length_upper_part","upper_to_lower_ratio","width_left_part","relative_width_left_part","width_right_part","relative_width_right_part","left_to_right_ratio","tip_angle","MP_CM_x_offset","MP_CM_y_offset","FD","ka_cal_BP","typology","region","clust","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44"
"GrubKranawetberg_02_02","GrubKranawetberg_02_02","GrubKranawetberg",3,20,6.7,56,80,47,119,2,3,10.1,50,10.1,50,1,1,33,2.6,87,0.4,48,-0.4,0,1.88196761541218,29.5,"Microlithic_backed_point","Lower Austria",1,58.2783390899626,10.8093768110627,4.36567470211047,-0.535218224452829,-0.381217957923786,0.456497282659974,1.52361959121824,-0.604381390644529,0.171664028906706,-0.635553608113226,-0.0207683828508949,0.340604110861034,0.191061123223388,0.307778959790728,0.310321052531227,-0.438840082787411,0.330046299556698,0.0377567104015322,0.172863784965582,0.271478365950154,-0.0338965448086702,-0.200778371059725,0.00151563753154844,-0.22083425016657,0.398474595649332,-0.107386888617637,0.25394513634265,-0.507197320118169,-0.392957641086873,-0.0534242304298257,0.00991820021317936,-0.0322516827409461,0.112129344412176,-0.242410028238366,-0.00449898511456837,-0.0608227222873593,-0.069282616621394,0.0240956252457408,0.0375025494760302,-0.00682010146347997,0.0269041949292236,0.0319458208224519,0.0194002451505525,8.71558119183713e-05
"GrubKranawetberg_02_03","GrubKranawetberg_02_03","GrubKranawetberg",6,23,3.8,100,68,54,185,4,3,12.4,53,10.8,46,0.9,4.5,75,1.6,27,2.8,53,0,0.1,1.98501939984044,29.5,"Microlithic_backed_point","Lower Austria",1,47.4464003705084,-18.400548553843,-4.07205517393443,-1.82460593811601,3.62286456176889,1.35764161046992,-1.67182458595456,-0.278985408385744,0.534325427585797,-0.754160349937778,0.519305486621937,-0.274177796564588,0.0249970621299799,0.903055369756871,1.13026000683843,0.072842551475737,0.278972971582266,0.42146129470894,-0.229964033218463,0.196941144352335,0.603837568883918,0.584893165412903,0.297071770289499,0.57217716348291,0.104136946124101,-0.267782443825027,0.0123085930163626,-0.0166334673875832,0.0362905260438978,0.158036902901475,-0.09228035215528,0.429415650803161,-0.0778871088307463,-0.16190609515392,-0.114145485487665,-0.0492626392226869,0.31051685244842,0.0415948600143652,-0.124305088404146,-0.0691285933860079,-0.00141318746188179,0.0669531440481901,0.0518863501875076,-0.0806204457423663
"GrubKranawetberg_02_04","GrubKranawetberg_02_04","GrubKranawetberg",7,23,3.3,124,73,57,217,2,2,8.6,37,14.8,64,1.7,2.2,32,4.9,69,0.5,64,-0.4,-0.1,2.01196385902845,29.5,"Microlithic_backed_point","Lower Austria",1,43.7143282775523,13.3582987174008,-6.35298968336843,-3.74198788291655,0.105622403536639,-0.219571749760857,1.72834031108512,-0.576612611297505,0.244035515494334,0.781358041036781,-0.101954978671015,-0.878022392980439,-0.204993784254944,0.805280999593734,0.433378888076221,-0.817204883844726,0.260576631864336,-0.161712275736604,0.335998632251632,-0.078819176597644,-0.0555773676720607,0.175814519441843,-0.147322418401452,-0.534689545508506,-0.10663104856385,0.175434857932184,0.203969457029485,0.0123307708646981,-0.0729641949799821,0.321537431407584,0.191815029926945,-0.25196776005085,-0.23789845035607,0.0804516611545509,-0.00191906418678676,-0.0234471984393159,0.163134678986601,0.134368884572986,-0.0768166981668484,0.0534693155717799,-0.178541401003092,-0.0798742997139533,-0.20490499036282,0.0408229377789361
"GrubKranawetberg_02_05","GrubKranawetberg_02_05","GrubKranawetberg",3,18,6,49,81,42,116,4,3,9.1,50,9.6,53,1.1,2.4,79,1,33,2.4,45,0.1,-0.2,1.87562583125016,29.5,"Microlithic_backed_point","Lower Austria",1,62.7522693002166,-8.61082890035576,2.82069703857911,-0.315242652235794,1.48725893590341,0.389906506176888,-0.447759961796684,-0.0560217513983473,0.146039986983828,0.180053093441933,-0.109631827758188,-0.206384181468367,-0.242245213989748,-0.206172980147164,0.615951357060747,-0.0417746791844537,-0.0142369493367964,0.395390074893018,-0.0877462873725091,-0.0342986507320748,-0.128763705962674,-0.279382262361663,-0.195527991801157,-0.0406613319728605,0.0265933915693518,0.0904432385219157,0.198657686226583,-0.0654240927757492,0.0538530148054104,-0.0326815449282266,0.0379244213162448,0.0330712001925992,0.068682654870889,-0.134303845290893,-0.0466637589975714,0.0407215685702445,0.110620357041694,-0.030699865719076,-0.00945734579508739,-0.076359874928814,0.010860729314637,0.0389926875377005,0.0864510628466862,0.0489607931202495
"GrubKranawetberg_02_06","GrubKranawetberg_02_06","GrubKranawetberg",3,17,5.7,40,69,39,102,4,3,8.1,47,9,52,1.1,2.1,70,1,33,2.1,42,0.1,-0.2,1.8871756234614,29.5,"Microlithic_backed_point","Lower Austria",1,68.708884130652,-0.697288005838298,3.24492193165938,-0.00423360036050559,-1.32088665318494,-0.379838844551149,-0.297460706063308,1.00717278918779,0.12859634666502,-1.46634794017047,-0.143099007026896,-0.163941353070551,-0.111435740193074,-0.0180449728612256,0.219902924971113,0.0614907382804273,0.0231085226996807,-0.122491923880791,-0.0174980456318341,0.0416982083447284,-0.0572632705651156,0.185443815950453,-0.115874776227116,0.282473141593854,0.351788628934759,-0.142622644481394,-0.00781513716958416,-0.0503422744202691,-0.139154174988941,0.142706360822104,-0.232761589059682,0.128543762763067,-0.0096369792748526,-0.0934730373395253,0.0642641769538231,0.131882259873748,0.0400872155272779,0.06070315105278,-0.182920595983754,0.133731144343332,-0.156266444052018,-0.155171576261714,-0.00137158185045304,-0.0286502655659189
"GrubKranawetberg_02_07","GrubKranawetberg_02_07","GrubKranawetberg",3,22,7.3,63,71,51,123,3,3,10.2,46,12.1,55,1.2,1.6,54,2.2,75,0.7,46,-0.1,0.2,1.90414637376061,29.5,"Microlithic_backed_point","Lower Austria",1,51.5599669736794,7.25184887705002,5.50389342808528,-0.712144250424312,-1.43655538580573,0.721751604450779,0.829449681272021,-0.514122675603524,0.747707178470268,0.0508648556116316,-0.514300041885509,0.103488150580836,-0.231192746899658,-0.0839850823222676,0.092288660793849,0.0323273893775102,0.356941209755861,-0.007553715779415,0.735353411255619,-0.0143312408428246,0.226722294988222,-0.478428281653145,-0.0624064204317336,0.182308413469933,0.106855955334567,0.082316025554605,0.0832254873360081,-0.199313546297721,0.0805933597999418,0.237775720591248,-0.078312018591726,0.0747132252690014,-0.0358970492085616,0.137163987802014,-0.182868381963856,-0.026058661496631,-0.0464899542201741,0.104710222366829,0.0876755192066259,-0.0789013929173264,-0.0723045138947201,-0.127360118542615,-0.0468200357721892,0.0126722253132684
"GrubKranawetberg_02_08","GrubKranawetberg_02_08","GrubKranawetberg",4,18,4.5,68,76,42,161,5,3,9.6,53,9,50,0.9,3.8,93,1,25,3.8,66,0.1,0.1,1.93761309022189,29.5,"Microlithic_backed_point","Lower Austria",1,61.5102281890942,-11.9568039882934,-2.51721177499204,-0.378823252487446,-0.0870952947585315,0.618039021880791,-0.676505202282875,0.0914046116875283,-0.660350492211521,-0.443048158270659,0.318569875570409,0.424925172888213,-0.282516077114898,0.317777398424622,0.327191516476501,-0.135600901943024,-0.0853502979910227,0.0405740358688798,0.0601748933042041,-0.0855880816866196,0.1508407674758,-0.148336552165829,0.056350154021147,0.260842022002482,-0.029757839587086,0.0734324696593537,0.239803641608172,0.122762808859862,-0.119804199210689,0.113397039460318,0.0842965297483592,0.237504079586443,0.0554380806272763,-0.0245235407379147,-0.0500703937001084,0.161115537384418,-0.0084926286846905,0.0244347911637669,0.0210019831259228,-0.000348686312292734,-0.0558560874670842,0.00659250094045818,-0.0638930122358169,-0.0246320597500786
"GrubKranawetberg_02_09","GrubKranawetberg_02_09","GrubKranawetberg",3,22,7.3,62,73,51,121,5,3,12.1,55,10.4,47,0.9,3,100,0.6,20,4.8,53,0.1,0.1,1.99497036014015,29.5,"Microlithic_backed_point","Lower Austria",1,51.3611921157008,-10.0037352540848,5.71267609610557,0.0416606054749406,0.743934769379074,-0.0164815851656825,-1.466349750602,0.154537251205162,0.292178841703856,-0.554767588955541,0.490906437477128,0.990172649825587,-1.08990910237758,0.415140839669403,-0.139760953866177,0.158498528232912,-0.510868518770563,0.290690381659327,0.0664884549490651,0.039705731050835,-0.0184234972916744,0.0194094085776506,-0.375421751471735,-0.117842256481449,0.0912565122886154,-0.184030345686982,-0.29454015453407,0.116425718637518,-0.157303285843334,-0.0752594546731492,0.163529579888658,0.271248567840439,0.16921166473392,-0.0830117027201248,-0.0289628772578077,0.136730555010183,-0.117702767406372,0.0747520983853642,-0.239262347096687,-0.140180768788719,-0.0382460495703283,0.0198645328735514,0.0961589271950322,-0.0992989321437105
"GrubKranawetberg_03_01","GrubKranawetberg_03_01","GrubKranawetberg",4,25,6.2,99,67,59,167,3,2,6.3,25,18.7,74,2.9,2.6,64,2.3,57,1.1,37,-0.2,-0.9,1.97977175625522,29.5,"Microlithic_backed_point","Lower Austria",1,35.7926339128859,-6.33627758328093,2.78042416880945,-0.761466238655273,0.919429673728011,-2.81361422118542,-0.712122535603799,-0.0971748103122197,-0.9772778854691,-1.19185150121308,-0.0837547376936522,-0.649819340241918,0.92038604818822,-0.593394021847726,-0.372465276449171,0.00842489056716511,0.289840247660272,-0.445410586337694,-0.464680344551518,-0.0499973026299728,-0.313703078919094,0.138599739754596,0.0456464999743848,-0.100755730783377,-0.149841439886231,0.287648943050288,0.137285773559407,-0.0529850443486381,0.314099300957338,0.315256829598064,-0.0273985745867176,-0.176202780421328,-0.0339427566418864,0.0807599078128021,-0.0146670558234977,-0.260308737467597,0.127880073458176,-0.0928326083098367,0.103855368943487,0.0785472258558701,-0.076851843349219,0.0376989015055859,-0.00490956589385236,0.0616219906916627
"GrubKranawetberg_03_02","GrubKranawetberg_03_02","GrubKranawetberg",4,24,6,95,74,55,172,2,3,11.5,47,12.7,52,1.1,1.3,33,3.4,85,0.4,56,-0.2,-0.1,1.95712964032519,29.5,"Microgravette_point","Lower Austria",1,41.4342543598352,15.3588303085008,1.88903778995659,-0.740536456310311,-0.501481720189326,0.845988075782991,1.74275630822743,-0.752871152191315,-1.03503883570072,0.544702383300004,-1.34916464589631,0.0511032323554894,0.39171342772012,0.756243155157198,-0.445330374816109,-0.45322189217049,0.239081376206558,-0.126032947107064,-0.284265442554567,0.0865335209860798,-0.282316300863784,0.0705928887628273,0.189902806259079,-0.481550584087974,0.30113033628225,-0.187791528343751,-0.205292123358521,-0.34335672860337,-0.154116400140886,-0.145114782554987,0.140260205695755,0.000849347563503371,-0.269954732482931,-0.280920490535211,0.250095360028588,0.272083636861831,0.0472967870664267,0.0297007164967869,-0.000692741728425317,0.0490210721444903,-0.0660519773265807,-0.0448122276202033,-0.006559433468075,-0.0328558877790479
"GrubKranawetberg_03_03","GrubKranawetberg_03_03","GrubKranawetberg",3,20,6.7,53,72,45,117,3,3,9.6,48,11,54,1.1,1.5,48,1.8,60,0.8,42,-0.1,-0.5,1.89083550247147,29.5,"Microlithic_backed_point","Lower Austria",1,54.4080199490337,5.17178850239778,5.99492578542203,0.0836667739278177,-0.340632753155631,-0.331299534148796,1.27917624391673,0.0235632575389466,-0.263739172263604,0.264616977001677,0.449555564016221,0.893072852648162,-0.425968294181335,-0.549396435741486,-0.141263919411704,0.260799862150712,-0.122987276579996,-0.251625919062849,0.168274633071639,-0.0659653884320132,-0.26857251684364,0.303975086929972,0.108924586090572,0.111753036757598,-0.031914767024862,-0.14138997633957,-0.00382814315119013,0.0559626003237034,0.116716665659066,0.19253718575672,-0.00846098295303056,0.0179217626826122,0.296077036791422,0.171291053002078,-0.0558768690594007,0.000367783764286141,-0.0695543389067987,-0.112285139287753,-0.104995648435309,0.014465311332497,0.0749456898910963,-0.0745780143456651,-0.0399402037603048,-0.0911171564929054
"GrubKranawetberg_03_04","GrubKranawetberg_03_04","GrubKranawetberg",5,26,5.2,107,72,60,178,4,3,12.7,48,13.5,52,1.1,4.4,87,0.9,17,5.1,54,0.1,-0.1,1.9687723317406,29.5,"Microlithic_backed_point","Lower Austria",1,31.7377084227338,-4.85945012623371,3.43166474351617,-0.905617214024656,-2.35400368508996,-1.48725384611809,-3.36055407732719,-1.00727429380291,-0.475262225801963,-1.19933889531397,0.207195452494723,-0.401025249323505,0.81728361612448,-0.211643925762985,-0.238341741947467,-0.141328054328061,-0.017049882643342,0.0611424011772594,0.152525258669284,-0.316112514473146,0.0576368031744372,-0.0232608294610681,-0.0880135609631061,0.307579457196683,0.335321920832805,-0.261424997235386,-0.320717250150602,0.205456675484197,0.00326637148657526,-0.00717006551298131,-0.11706030094795,0.0116665081537058,0.254084439990309,0.0442927146203247,0.106398813218032,0.137542343404359,-0.0219537779155065,-0.00935110261934934,0.152894708505055,0.0505606795307904,-0.00726263851524677,0.0625504540846912,0.0150008963602405,0.0203659346733722
"GrubKranawetberg_03_05","GrubKranawetberg_03_05","GrubKranawetberg",4,18,4.5,60,56,44,136,3,3,9.1,50,9.4,52,1,2.7,67,1.7,42,1.6,52,-0.1,-0.2,1.94865206229536,29.5,"Microlithic_backed_point","Lower Austria",1,60.5723053925416,-0.456087609416223,-0.276534499857248,-3.2118015163868,0.871308419295552,-2.55695295110202,-2.77392738019076,-1.54134218241014,0.789551266317592,-0.813438498367272,0.150706804897392,-2.04069740291514,1.2988741136672,-0.0182282441202057,0.268783657701966,0.760456977786256,-0.0429865130795241,0.864425321703197,0.265035134523468,-0.35464953536786,-0.378913685102794,0.448246013140954,0.492218528770851,0.196414496732706,-0.276267715611305,-0.105711870613405,0.0899446865048525,0.093902065667425,-0.285464188349824,-0.0255256599686566,0.154556636610096,-0.152435573844126,-0.151038983314205,0.0702650966242172,0.1392773141595,-0.0414804649434797,-0.0672296144219924,-0.231863781381788,0.0881341629833015,0.0036317149787955,-0.0276448168723989,0.187890412506337,-0.00415730436469507,0.0778324070207348
"GrubKranawetberg_03_06","GrubKranawetberg_03_06","GrubKranawetberg",4,22,5.5,84,74,50,168,4,2,6.5,29,15.7,71,2.4,3.4,85,1.3,33,2.5,42,0,-0.7,1.9492417134347,29.5,"Microlithic_backed_point","Lower Austria",1,45.8143558649491,-0.980668421656405,0.993765038093679,0.443739449814001,-2.28957494246798,-1.83039836926817,-0.629031487982936,-0.103386012231953,-0.487621469945241,-0.224070475652637,-0.227483757981591,-0.0955115430425796,0.321548691069759,0.230096638615892,0.0279689046190699,0.0885441433851828,0.146292434834771,-0.216377766899782,0.306010341808098,-0.0567690742282184,-0.12175571411528,-0.146942233584487,0.192825358920531,0.268334887184129,0.0325209690012851,0.349354507468541,-0.0783982232130024,0.157025442665897,-0.208122309985627,-0.110947505381034,0.237241618331689,-0.0128869092843519,0.0426840835224783,0.227133233690514,-0.0152975782629076,0.0231790522694037,0.0550828441070275,-0.0413720896665911,0.0540740244870435,-0.0190313426192289,0.0554224046815666,0.0630979797603516,0.0391602276696509,-0.105006432675398
"GrubKranawetberg_04_01","GrubKranawetberg_04_01","GrubKranawetberg",4,20,5,57,64,46,123,4,3,8.4,42,11.9,59,1.4,2.8,70,1.2,30,2.3,32,0.2,-0.5,1.87256448817667,29.5,"Microgravette_point","Lower Austria",1,77.5725445532365,-3.01498830658102,2.51723660546425,0.503337693949593,-0.4943226842992,-0.19885886155753,0.0627456779478096,0.640264568267097,0.595602882717033,0.197956900539371,-0.570842295621676,-0.00115022831836575,-0.51583254044533,-0.0937985968540791,-0.101548190100006,0.376881600425676,-0.426673040353095,0.0749353655434544,-0.102730495444052,0.323846972763527,0.0593954182087284,-0.069025404581492,-0.20909786374846,0.0847498272291189,0.0735846477953212,0.238172215930915,-0.148745194158218,0.147803704843473,0.247567030568193,0.026084483592465,-0.258625842437973,-0.10118233899357,0.322526897504579,0.0952189933854543,0.0339836562525748,0.0051150836972172,0.158085437241046,0.0346213082444654,-0.0314804378474862,-0.0460518088510458,0.000944010637493196,0.038587369397803,0.0290857749636431,-0.079339448414639
"GrubKranawetberg_04_02","GrubKranawetberg_04_02","GrubKranawetberg",6,23,3.8,112,72,55,203,2,3,13.9,60,9.8,42,0.7,2.1,35,4,67,0.5,67,-0.4,-0.2,1.92822106310332,29.5,"Microlithic_backed_point","Lower Austria",1,67.0292833870691,7.76985470503466,-1.56670297521422,-2.26894565133163,0.722112892621453,0.155374122175313,1.50038944910829,0.130601751943708,0.0841856344638016,0.147519373579046,0.0502925926687273,-0.210004159930401,-0.271683042712769,0.237693612114791,0.399792787208518,0.479731601153203,0.37075636689137,0.0163903448252577,-0.0173257833451146,0.212718366497141,0.102634331844798,0.256278448793183,0.133863622865688,-0.163657429506489,0.0160000919609738,-0.100095656817712,0.0910919822419387,0.16383935443085,-0.350122833979835,-0.0486891087996962,0.0964125213763564,-0.209896556157799,-0.173347430118459,0.0991477079240598,-0.0917958423529454,0.0498559637283803,0.0159705613772391,-0.00853465110190303,0.015305566465772,0.135206099153175,-0.0246643774245668,-0.0333889655302467,0.01498448050859,0.0681299038324514
"GrubKranawetberg_04_03","GrubKranawetberg_04_03","GrubKranawetberg",6,26,4.3,127,71,63,201,2,3,14.2,54,12.6,48,0.9,1.8,29,4.6,76,0.4,58,-0.4,-0.2,1.92769197560861,29.5,"Microlithic_backed_point","Lower Austria",1,60.3778422497445,11.0920262255686,0.185423108640931,-1.94464719676987,0.777207484472006,0.669239588124813,1.22872461072675,-0.496231426615466,0.271394364666649,0.192476975904795,-0.719738622047144,0.358077378063415,0.359748496092996,0.45380473989083,0.193796911653471,0.468650943959926,0.097414349620242,-0.250030855754193,-0.165969200366807,-0.182397412046196,0.25011863309929,-0.0150185950863467,0.0307920795373538,-0.20567396933999,0.0218509477348763,-0.267851584445021,-0.36693843917439,0.146685008350809,-0.193156889925353,-0.130784655551965,-0.0229526615140917,-0.041434275755879,0.135282136512984,-0.131631330685326,0.0114475554822992,0.120244384806705,0.101381691014078,0.0939165342360826,-0.0909661470784135,-0.0117879049295556,0.00792080282327844,-0.0909567699737265,-0.0760472775495019,0.0880802027396133
"GrubKranawetberg_04_04","GrubKranawetberg_04_04","GrubKranawetberg",5,20,4,88,83,51,172,5,3,8.9,44,11.8,58,1.3,4,80,1.2,24,3.3,67,0.4,0.2,1.89686731174651,29.5,"Microlithic_backed_point","Lower Austria",1,74.2714009879495,-6.38920803067029,-1.74120456316792,-0.571267956220805,-1.80170628764093,0.235493078588094,-1.03420634997942,-0.019146272952524,-0.539170170613188,0.286647683107169,0.631842494912918,0.856013709720633,-0.55019888882581,0.328659076781416,0.0522627140178972,0.371556028070727,-0.283827478644005,0.224419299622198,0.234244837164918,-0.103810000247875,0.0205772851777213,-0.258782668829898,-0.118028010849216,-0.290487196448761,0.0517757932009859,0.0247354894415344,-0.167941137307884,0.211785335861163,-0.091200462376644,-0.360218197314033,0.000141137966048429,0.160582439702375,0.172022685281945,-0.0410389164432718,-0.13464744474241,-0.163871794517883,0.0680225218881925,0.019037367542098,0.0183189094390369,-0.0329810401282365,0.0491904755295245,0.0423809694194711,-0.0502920659945493,-0.0340799511014187
"GrubKranawetberg_04_05","GrubKranawetberg_04_05","GrubKranawetberg",3,21,7,64,70,48,133,2,2,8.2,39,13.2,62,1.6,1.1,35,2.6,87,0.4,45,-0.2,-0.2,1.8732479909564,29.5,"Microgravette_point","Lower Austria",1,74.5945052187061,5.30492549680842,3.49794826146183,-1.40086370388552,0.961001616412673,-0.0906613708402988,1.26935403289473,-0.077827746381014,0.0845121670903641,0.333816083078668,0.0227422953417069,0.0769808939498337,-0.355575354392947,0.0493887637899743,0.0824464084070864,0.205563346172572,0.272396587544066,-0.228786290212272,0.0775689095397389,0.387936424751539,0.0829527939633462,0.138638835933794,-0.17012722725498,0.159769840948425,0.0423234433417741,-0.247910734465515,0.0622021702763278,-0.0556039766449938,-0.0385243316051524,0.181033062666888,-0.117075048641378,0.00470842972667879,0.122106270894443,0.0508899946075038,-0.00773568811320374,0.00155740308025366,0.08699263178875,-0.0570675300956532,-0.153990217747406,0.0678345513804591,-0.0512381834006748,-0.0509030989731702,0.0490539697315588,-0.0605701032139307
"GrubKranawetberg_04_06","GrubKranawetberg_04_06","GrubKranawetberg",5,22,4.4,97,68,53,183,3,2,7.7,35,15.3,69,2,2.5,49,3.2,63,0.8,50,-0.2,-0.4,1.92437611339051,29.5,"Microgravette_point","Lower Austria",1,69.7842016199893,3.62994384599492,-0.379890814636845,-2.0976563238494,-0.233767531877567,-1.20550245777099,0.10330333204188,0.0103644572753613,-0.341029524053461,-0.933850748149603,0.455291525704787,-0.249034355958023,-0.222297862453563,-0.301822052975101,0.361529920588093,0.0464453091046877,-0.414215514967269,-0.680559595864326,-0.206199260322742,0.298079187335725,0.0196960856058954,0.204020098627865,0.0274126914729999,0.263521526060417,-0.166853888215973,0.422260816120082,-0.252536992550402,-0.11131419800439,0.0210625324774479,0.15636026002259,0.353718872878957,-0.032448999526149,-0.0540658596907683,-0.0877633378894496,-0.109761919010333,0.061392900021862,-0.0683247555820613,-0.116580230148861,0.0382024382421963,-0.0517765837790392,0.0118296192755008,0.0488139258263729,-0.0462603232898507,-0.0116904430607819
"GrubKranawetberg_04_07","GrubKranawetberg_04_07","GrubKranawetberg",5,27,5.4,115,74,65,176,4,3,13.2,48,14.4,53,1.1,3.9,77,1.4,28,2.8,49,0,-0.4,1.90913848749239,29.5,"Microgravette_point","Lower Austria",1,58.9563042342769,-2.3114624578422,2.77565293201885,-0.231404277374808,-1.58968224567171,-1.04384499925628,-0.490305962329083,0.857066017410096,-0.816823074755426,-0.353940145241572,-0.196521080994819,0.0583906367531802,0.105684741874457,0.0240286894421255,0.0156498979873581,-0.0342906879351557,-0.0118922445264738,-0.142547465023655,0.208131579561368,0.189390341013848,0.0368320168380606,-0.120859216255178,-0.186929357867993,-0.214718203731752,-0.3489166369922,0.154200852500112,0.0216089509231155,-0.0734909225702485,0.282762745655746,-0.178453117795358,0.248332352751789,-0.0226293258815977,-0.11689164516329,-0.322980476063176,-0.0950808497081853,-0.00086647445621829,0.0214518934517228,0.0616962957999157,0.12303830773931,0.0565638104885098,0.0421861394221947,-0.0377268568619639,0.000979391867987909,-0.127622064536329
"GrubKranawetberg_04_08","GrubKranawetberg_04_08","GrubKranawetberg",3,30,10,82,64,65,126,4,4,18.2,60,11.8,39,0.6,2.6,87,0.9,29,3,44,-0.2,0.4,1.95595253597043,29.5,"Microgravette_point","Lower Austria",1,56.0445708638632,-4.4160653524901,9.11542615040854,1.24763363379617,-0.788206677208413,-0.335305150026753,-1.03683905978988,0.414868367186675,0.638312175374765,-0.0998686547024104,-0.308557535817352,-0.242677870477174,-0.261525974651822,-0.200669971531387,0.422170821024417,-0.0365576021211707,0.264227441246985,0.0367774483458715,-0.111202468530477,0.453402277756326,-0.0429742480644099,0.0013507407256126,-0.253779688784451,0.0667582745528081,-0.141249509450366,0.236762843600908,-0.0483833969606949,0.101501780209996,0.179566092499453,0.152485510449943,-0.143096768377369,0.00742514840487105,-0.0505167038216844,-0.0110302462904045,0.0664613003278736,-0.0670617528436477,-0.0926904212378257,0.0872833323136136,-0.172121049078244,-0.0259394319661425,0.0124534655451069,0.184440925127043,0.0167397949650746,0.0291825312894917
"GrubKranawetberg_04_09","GrubKranawetberg_04_09","GrubKranawetberg",5,40,8,180,76,90,200,4,2,8.2,20,31.8,79,3.9,3.9,77,1.9,38,2,25,0,-1.6,2.00008886549285,29.5,"Microgravette_point","Lower Austria",1,29.032384827,-1.12342555745314,9.47174903566638,1.06137044797616,-0.171387092370622,-1.73917092880594,-0.532773356040768,0.109224835735701,0.0460044662061289,-0.28057853877534,-0.0627187788461362,0.64121868669297,0.52960499222851,0.0738375005115258,0.199573369383704,0.821847926126706,0.0952341265088568,-0.171612119833375,-0.351043000691352,-0.0380111182292666,-0.219817975854722,0.231183294278337,0.298887758421111,-0.34042780364924,-0.139906770331221,-0.16922041729299,-0.148781822031773,0.346516102869892,0.230385498612479,0.00727730203418722,-0.317413958151573,0.00127854197358078,-0.00880433283211297,0.337805189203548,0.108699150094997,-0.0674856091034618,-0.102028592525875,0.117300981459424,-0.0160882396024721,0.109170059334198,0.0105742081234404,0.00496229632130708,-0.0850962786126948,-0.0613292104485711
"GrubKranawetberg_04_10","GrubKranawetberg_04_10","GrubKranawetberg",5,25,5,105,67,59,177,3,3,10.9,43,15.1,60,1.4,2.6,52,2.8,56,0.9,48,0,-0.7,1.91563125679177,29.5,"Microgravette_point","Lower Austria",1,63.0316491027647,7.06372365024995,1.60602593204881,0.17904088634829,-1.23398816510367,0.193529089848711,1.90224277635604,-0.00685903672208795,0.313682361123072,0.482346614679156,-1.14887778811445,-0.172202835153015,-0.534337613741014,0.0123846811521751,-0.0353634589631933,0.373872272763332,-0.164433478982537,-0.280263892952156,-0.234672262426823,-0.137459686655133,0.420583479656538,0.355391696139881,0.115431313476117,-0.103469212635093,0.178186728891514,0.0915647583182079,-0.216325972312303,0.123155996041739,0.16229099838352,0.112099701731021,0.350125983988929,0.210093644534707,-0.173669701903091,0.0109061440796579,0.0695983006712038,0.26282708841433,-0.126459633901829,-0.034981705853843,0.0299572348913524,-0.0803427472710568,0.0281259931153772,0.0526466823709567,-0.116920149872256,-0.112371194663018
"GrubKranawetberg_04_11","GrubKranawetberg_04_11","GrubKranawetberg",6,25,4.2,141,78,60,235,4,3,11.8,47,13.7,54,1.2,4.9,81,1.9,32,2.5,70,-0.2,0,1.93966826140808,29.5,"Microlithic_backed_point","Lower Austria",1,60.3318580368281,-4.10128305417546,-2.88745956151032,-2.34622713230368,0.248930578181097,-0.0239529494466043,-0.809137081526759,0.576631807825398,-1.16788033400172,0.0507226794292214,0.351780244342557,0.437693284670863,-0.0648935101281932,0.00540084117302537,0.179561182171923,-0.36247691030445,0.226796456129651,0.010158608679246,0.420821045064536,0.197774880297398,0.0390348677257767,0.159975578413898,-0.133621161207767,0.373815361757623,-0.25557324958257,-0.135430251737851,-0.422133230202905,-0.224354103957637,0.0540637108666572,-0.0255251470592116,-0.174653028470257,0.0296070517783603,-0.0313712717827955,-0.0176183258542226,-0.148391714796936,-0.0653759719516757,0.168523092525831,0.0379951548625386,-0.0471209123400756,0.113907301161522,0.0678488211216525,0.0725120477920486,-0.0210840572209058,0.0783386810357577
"GrubKranawetberg_04_12","GrubKranawetberg_04_12","GrubKranawetberg",3,27,9,80,69,62,129,4,3,14,51,13.3,49,1,2.6,87,1.2,40,2.1,43,0,0.2,1.96371781815629,29.5,"Microgravette_point","Lower Austria",1,62.0181246656119,1.11520116860377,6.67987546160114,0.681837066104271,-2.00262318276279,-0.133675963528838,-0.462667814556181,0.400188672921939,0.736062551375767,0.0630337442349303,-0.0434237671426301,-0.0667226774791724,0.0298850421108248,-0.00488115884022308,0.360113352123431,0.168103356117545,0.439174115505988,0.202737789086854,0.0289935675833114,0.12798890285861,0.019691182519945,-0.273769878998001,0.0796321983085213,-0.295527211797398,-0.135408917194598,0.0184438973478497,-0.0759320974340033,-0.228403898328758,-0.0399810400239834,-0.176739925619181,-0.366981531932661,0.0659023018467877,0.0539688333835676,0.0411743527468377,-0.224823118869084,0.091193423543873,0.0311919058947654,-0.0948908112726044,0.214686608548779,0.00600342503653886,-0.0872558589710374,-0.00755887739812425,0.14995489832981,0.0401278442187042
